	doc_id	mag_id	corpus_id	title	abstract	descriptor	qualifier
87	24660302	2067327612	24660302	Confirmatory factor analysis of the Wechsler Memory Scale-Revised in a mixed clinical population.	Previous exploratory factor analyses (EFA) of the Wechsler Memory Scale-Revised (WMS-R) have yielded highly disparate factor structures, while the few reported confirmatory factor analyses (CFA) of this instrument have been more consistent. The present study employed a CFA approach to identify the factor structure of the WMS-R in a mixed clinical sample of 306 patients, the majority of whom had sustained mild, diffuse brain injury. Consistent with previous CFA studies, the present study found that a three-factor solution (attention/concentration, immediate memory, delayed recall) fit the data significantly better than competing models. The validity of separate verbal and visual memory indices was not supported, perhaps because of the heterogeneity of the sample.	Mental Disorders	psychology
88	4302912	1502837338	4302912	Bazooka recruits Inscuteable to orient asymmetric cell divisions in Drosophila neuroblasts	Asymmetric cell divisions can be generated by the segregation of determinants into one of the two daughter cells. In Drosophila, neuroblasts divide asymmetrically along the apical–basal axis shortly after their delamination from the neuroectodermal epithelium. Several proteins, including Numb and Miranda, segregate into the basal daughter cell and are needed for the determination of its correct cell fate. Both the apical–basal orientation of the mitotic spindle and the localization of Numb and Miranda to the basal cell cortex are directed by Inscuteable, a protein that localizes to the apical cell cortex before and during neuroblast mitosis. Here we show that the apical localizaton of Inscuteable requires Bazooka, a protein containing a PDZ domain that is essential for apical–basal polarity in epithelial cells. Bazooka localizes with Inscuteable in neuroblasts and binds to the Inscuteable localization domain in vitro and in vivo. In embryos lacking both maternal and zygotic bazooka function, Inscuteable no longer localizes asymmetrically in neuroblasts and is instead uniformly distributed in the cytoplasm. Mitotic spindles in neuroblasts are misoriented in these embryos, and the proteins Numb and Miranda fail to localize asymmetrically in metaphase. Our results suggest that direct binding to Bazooka mediates the asymmetric localization of Inscuteable and connects the asymmetric division of neuroblasts to the axis of epithelial apical–basal polarity.	Neurons	physiology
89	205834429	2104215617	205834429	Is obesity a cause of surgical cancellation in outpatient surgery center?	Although not tested in a controlled study, this rotatedmask hold has been routinely taught and used in our departments for more than 10 years. It has repeatedly proven to provide a better seal in patients with both normal and difficult facial anatomy (i.e., large faces). It is also accepted by both novices and experienced personnel, it demands less effort during ventilation and prevents the characteristic pain in the lower jaw caused by the direct pressure applied by the finger tips during the classic FM holding position.	Obesity	surgery
90	22780950	2067886767	22780950	Negative pressure wound therapy for cervical esophageal perforation with abscess.	Perforation of the cervical esophagus is a rare but life-threatening condition. Cervical esophageal perforation with abscess formation can be usually treated with conservative treatments of simple drainage and antibiotics. Aggressive surgical treatments are considered if conservative treatments fail. But the aggressive treatments have low success rate and high morbidity in cervical esophageal perforation. Negative pressure wound therapy (NPWT) was widely used in various complicated wounds, such as diabetic foot ulcers, open abdomen, pressure ulcers, open fractures, sterna wounds, grafts, and flaps since it had been introduced in 1997. NPWT is known to be a valuable tool in the management of various complicated wounds. In this report, we described a case of intractable cervical esophageal perforation with abscess, which was successfully treated with NPWT after the failure of conservative management.	Anti-Bacterial Agents	therapeutic use
91	36536554	2023508376	36536554	Fine structure of hepatic sinusoids and sinusoidal cells in disease.	Liver sinusoids are special capillaries that are limited by fenestrated endothelial cells, without a genuine basement membrane, surrounded by perisinusoidal cells storing vitamin A, and harbouring Kupffer cells and pit cells, resident macrophages, and large granular lymphocytes, respectively. Each nonparenchymal cell and parenchymal cell of the liver interacts with all others and with the extracellular matrix. Therefore, the functional ability of each cell is constantly being modified by the metabolic activity of the others. Human liver biopsies (132), needle or surgical, perfusion-fixed with glutaraldehyde and processed for transmission electron microscopy (TEM), and occasionally for scanning electron microscopy (SEM), were examined. The study included liver diseases (such as alcoholic liver diseases, benign and malignant liver tumors, cholestasis of various origins, fulminant hepatitis, acute rejection after orthotopic liver transplantation, Budd-Chiari syndrome), as well as general or extrahepatic diseases (such as diabetes, hemochromatosis, hypervitaminosis A, various hematological disorders), and normal controls. Ultrastructural abnormalities are described and illustrated under two different headings: 1) elementary lesions of sinusoidal cells (endothelial, Kupffer, perisinusoidal and pit cells), nonsinusoidal cells (in the space of Disse and/or in the lumen), the extracellular matrix; and 2) the major pathological entities including perisinusoidal fibrosis, capillarization of sinusoids, sinusoidal dilatation, and peliosis. In the discussion, an overview of the major abnormalities reported in the literature is presented, and some specific questions regarding 1) perisinusoidal fibrosis in liver with normal histology, 2) the overload of perisinusoidal cells with lipids in non-hypervitaminosis A intoxication and 3) the etiological relationship of sinusoidal dilatation, peliosis, perisinusoidal fibrosis, or sinusoidal tumors with drugs and toxic compounds are discussed. In the event that lesions are not specific to any diagnosis, the knowledge of the ultrastructure of sinusoids is extremely useful from the perspective of the liver as an ecosystem.	Liver	blood supply
92	210947812	3003256223	210947812	[Possibilities for optimizing the pathogenetic therapy of purulent meningitis in children].	"AIM
To assess an effect of the combined use of Cytoflavin and Sulodexide on the course and outcomes of purulent meningitis in children.


MATERIAL AND METHODS
Fifty children with purulent meningitis, aged from 5 to 17 years 11 month, were studied. Thirty patients of the treatment group (n=30; mean age 6,8 ± 2,2 years) received Cytoflavin (0,6 mcg/kg once a day) during 5 days with the following treatment with Sulodexide (250 LSU/day in children 5-12 years, 500 LSU/day in children above 12 years). Patients of the comparison group (n=20), aged 5,9±1,8 years, received standard antibacterial treatment. Duration and persistent of fever, cerebral, meningeal symptoms, the recovery period of CSF, the normalization of the number of desquamated epithelial cells (DEC), D-dimer were estimated. Outcomes of purulent meningitis were assessed using a working scale representing a modification of Rankin's, Fisher's, and Glasgow scales.


RESULTS AND CONCLUSION
The combination of drugs reduces the duration of cerebral and meningeal symptoms, leads to the normalization of hematological parameters (the level of leukocytes, desquamous epithelial cells, D-dimer) and improves outcomes."	Anti-Bacterial Agents	therapeutic use
93	212639263	3008229338	212639263	Tolerability of early oral nutrition and factors predicting early oral nutrition failure after gastrectomy.	"BACKGROUND & AIMS
Many studies have suggested the feasibility and safety of early oral nutrition after gastrectomy; however, the tolerability of early oral nutrition has rarely been investigated. This study aimed to investigate the tolerability of early oral nutrition and factors affecting early oral nutrition failure after gastrectomy.


METHODS
We retrospectively reviewed 565 patients with gastric cancer who had undergone gastrectomy and who had received oral nutrition on postoperative day 1. Failure of early oral nutrition was defined as cessation of at least one meal for any reason. Preoperative clinical information and operative factors were analyzed concerning an association with early oral nutrition failure.


RESULTS
The tolerability of early oral nutrition after gastrectomy was 74.7%. Of 565 patients, 72 (12.7%) failed early oral nutrition due to adverse gastrointestinal symptoms, 52 (9.2%) failed due to gastric stasis or ileus, and 19 (3.4%) patients failed due to other postoperative complications. In the univariate analysis, age (≥70 years), male sex, preoperative tumor obstruction, remnant stomach cancer, open surgery, operating time (≥4 h), and an advanced preoperative stage were associated with failed early oral nutrition. Multivariable analysis of these factors revealed that male sex, preoperative tumor obstruction, operating time, and advanced preoperative stage were independent predictive factors for early oral nutrition failure after gastrectomy.


CONCLUSIONS
The tolerability of early oral nutrition after gastrectomy was comparable to that of other gastrointestinal surgeries. A tailored approach for postoperative oral nutrition is required based on identified risk factors for early oral nutrition failure."	Postoperative Complications	rehabilitation
94	39227419	2013134649	39227419	Focal brain injury, FGF-2 and the adverse effects of excessive motor demand on cortical and nigral degeneration: marked protection by delayed intermittent exposure to halothane.	The neuroprotective potential of halothane anesthesia was investigated following unilateral electrolytic lesions to the forelimb representation area of the sensorimotor cortex (FL-SMC). Previously, it was found that the FL-SMC lesion increases substantially in size when the intact forelimb is immobilized with a plaster of paris cast for the first 7 days postlesion, which forces extreme overuse of the impaired forelimb during a time when nonlethally damaged tissue is vulnerable to behavioral demand. Initially, the purpose of this study was to investigate whether intracisternal infusion of basic fibroblast growth factor (bFGF or FGF-2), a potent neurotrophic factor that has been shown to have neuroprotective and plasticity promoting properties in focal stroke and other injury models, could prevent this use-dependent exaggeration of injury. Although intracisternal bFGF (starting 24 h after surgery, twice per week) was not found to produce significant neuroprotective or behavioral effects, the brief exposure to halothane anesthesia (15-20 min) during bFGF or vehicle administration was found to prevent expansion of the lesion size, and to reduce delayed loss of neurons in the substantia nigra pars reticulata (SNr). The data have implications for investigations of the effects of neurotrophic factor in vivo, and other investigations requiring brief, intermittent halothane anesthesia.	Brain	pathology
95	41977657	2045995052	41977657	Combination of gastrin-releasing peptide antagonist with cytotoxic agents produces synergistic inhibition of growth of human experimental colon cancers	We investigated the efficacy of a powerful antagonist of bombesin/gastrin-releasing peptide (BN/GRP) RC-3940-II administered as a single agent or in combination with cytotoxic agents on the growth of HT-29, HCT-116 and HCT-15 human colon cancer in vitro and in vivo. GRP-receptor mRNA and protein were found in all three cell lines tested. Exposure of HT-29 cells to 10 μM RC-3940-II led to an increase in the number of cells blocked in S phase and G2/M and cells with lower G0/G1 DNA content. Similar changes on the cell cycle traverse of HT-29 cells could also be seen at lower concentrations of RC-3940-II (1 μM) after pretreatment with 100 nM GRP (14–27), indicating a dose-dependent mechanism of action based on the blockage of BN/GRP induced proliferation of tumor cells at lower concentrations. Daily in vivo treatment with BN/GRP antagonist RC-3940-II decreased the volume of HT-29, HCT-116 and HCT-15 tumors xenografted into athymic nude mice by 25 to 67% (p < 0.005). Combined treatment with RC-3940-II and chemotherapeutic agents 5-FU and irinotecan resulted in a synergistic tumor growth suppression of HT-29, HCT-116 and HCT-15 xenografts by 43% to 78%. In HT-29 and HCT-116 xenografts the inhibition for the combinations of RC-3940-II and irinotecan vs. single substances (p < 0.05) was significantly greater. These findings support the use of RC-3940-II as an anticancer agent and may help to design clinical trials using RC-3940-II in combinations with cytotoxic agents.	Antineoplastic Agents	therapeutic use
96	31226982	2144848103	31226982	Empirical Bayes estimation of cancer mortality rates.	Mortality rates for specific cancer types and age-sex groups computed for large numbers of cities typically show extreme fluctuation. This is primarily due to the rare occurrence of specific cancer deaths in most of the small and moderate size cities during a fixed time period. Assuming a Poisson death process, we use an empirical Bayes method to obtain adjusted rates that are more stable for comparison of cities and prediction of future mortality. We have chosen stomach and bladder cancers in Missouri cities to illustrate the problems, techniques and results.	Neoplasms	mortality
97	28811939	1602635175	28811939	c-myc overexpression activates alternative pathways for intracellular proteolysis in lymphoma cells	Burkitt's lymphoma (BL) is a highly malignant B-cell tumour characterized by chromosomal translocations that constitutively activate the c-myc oncogene. Here we show that BL cells are resistant to apoptosis and do not accumulate ubiquitin conjugates in response to otherwise toxic doses of inhibitors of the proteasome. Deubiquitinating enzymes and the cytosolic subtilisin-like protease tripeptidylpeptidase II are upregulated in BLs, and could be rapidly induced by the overexpression of c-myc in normal B cells carrying oestrogen-driven recombinant Epstein–Barr virus. Apoptosis was induced by inhibiting tripeptidylpeptidase II, suggesting that the activity of this protease may be required for the survival of BL cells. We thus show that there is a regulatory link between c-myc activation and changes in proteolysis that may affect malignant transformation.	Proteins	metabolism
98	15270497	2090738436	15270497	Modulation of single channels underlying hippocampal L-type current enhancement by agonists depends on the permeant ion.	The influx of calcium (Ca(2+)) ions through L-type channels underlies many cellular processes, ranging from initiation of gene transcription to activation of Ca(2+)-activated potassium channels. L-type channels possess a diagnostic pharmacology, being enhanced by the dihydropyridine BAY K 8644 and benzoylpyrrole FPL 64176. It is assumed that the action of these compounds is independent of the ion conducted through the channel. In contrast to this assumption, modulation of L-type channel activity in acutely dissociated rat CA1 hippocampal neurons depended on the divalent ion identity. BAY K 8644 and FPL 64176 substantially increased single-channel open time only when barium (Ba(2+)) was the permeant ion. BAY K 8644 increased single-channel conductance when either Ba(2+) or Ca(2+) ions were the charge carrier, an effect not observed with FPL 64176. BAY K 8644 enhanced the whole cell L-type channel Ca(2+)- or Ba(2+)-carried current without a change in deactivation tail kinetics. In contrast, enhancement by FPL 64176 was associated with a dramatic slowing of deactivation kinetics only when Ba(2+) and not Ca(2+) was the charge carrier. Current activation was slowed by FPL 64176 with either charge carrier, an effect arising from a clustering of agonist-modified long-duration openings toward the end of the voltage step. These data indicate that agonists enhanced L-type current by distinct mechanisms dependent on the permeant ion, indicating that care must be considered when used as diagnostic tools.	Calcium	metabolism
99	33009703	2082139731	33009703	Mechanisms of the combined effect of asbestos and smoking in the etiology of lung cancer.	The joint effects of exposure to two known lung carcinogens, tobacco smoking and asbestos, are reviewed. The variable pattern of interaction--ranging from supramultiplicative to less than additive--may reflect the fact that both asbestos and smoking are complex carcinogens which can affect more than one stage of lung carcinogenesis. The joint effect of two such agents will depend on the relative magnitude of the effects at each stage. The epidemiologic evidence from studies of insulation workers with high exposures suggests an interaction that approximates the multiplicative model, indicating that each of the two factors has an independent action on the multistage process of carcinogenesis. Very limited information is available on the interaction between these two agents in causing specific histological types of lung cancer. Both tobacco smoke and asbestos fibers can be genotoxic and cytotoxic and cause proliferative lesions in the lungs. Tobacco smoke is known to contain carcinogens that bind to critical genes in DNA (deoxyribonucleic acid) and cause mutations. Asbestos fibers may cause chronic inflammation of the lungs, which releases various cytokines and growth factors, and therefore may provide a possible selective growth advantage for mutated cells.	Lung Neoplasms	etiology
100	19494961	2035764748	19494961	City structure, obesity, and environmental justice: an integrated analysis of physical and social barriers to walkable streets and park access.	Local parks and walkable neighborhoods are commonly cited as elements of the urban environment that promote physical activity and reduce obesity risk. When those vulnerable to obesity-related diseases live in neighborhoods without these qualities, it works against environmental justice goals that aim for a fair distribution of amenities. We use geographic information systems (GIS) to evaluate the relationship between the distribution of populations vulnerable to obesity and proximity to parks and walkable street networks in Phoenix, Arizona, USA. Though previous studies have used GIS to assess the distribution of access to opportunities for physical activity, none have analyzed access to both parks and walkable resources at once. Neither have they included data that reflects findings on a smaller scale indicating that perceptions of resource quality, safety, and cultural relevance also affect physical activity levels. We include these safety and quality factors in our study through statistical data on traffic fatalities, crime rates and park size. We find that, counter to predictions, subpopulations generally considered vulnerable to obesity (and environmental injustices more generally) are more likely to live in walkable neighborhoods and have better walking access to neighborhood parks than other groups in Phoenix. However, crime is highest in walkable neighborhoods with large Latino/a and African-American populations and parks are smaller in areas populated by Latino/as. Given the higher prevalence of obesity and related diseases in lower income and minority populations in Phoenix, the results suggest that benefits of built environments may be offset by social characteristics. Our most consistent finding indicates a strong negative relationship between the percentage of the population under 18 years of age living in an area and the likelihood that the structure of the built environment supports physical activity. Children under 18 are significantly underrepresented in regions deemed highly walkable and those with access to parks.	Obesity	ethnology
101	44508123	2078719289	44508123	Excitation contraction coupling in skeletal muscle: evidence for a role of slow Ca2+ channels using Ca2+ channel activators and inhibitors in the dihydropyridine series.	Ca2+ current and tension have been simultaneously recorded from single twitch fibres of the semi-tendinosus of Rana esculenta in a medium containing a physiological Ca2+ concentration (1.8 mM). Under appropriate conditions it can be shown that tension develops in two phases. The first is rapid and reaches its maximum before activation of the inward Ca2+ current. The second phase is slower and with a time course which appears to be correlated with that of the inward current. Nifedipine, a specific Ca2+ channel inhibitor greatly reduced ICa2+ and the slower component of tension. Bay K8644 a Ca2+ channel activator, which has receptors on T-tubule, increased ICa2+ and the slow component of tension. These results indicate that a slow component of skeletal muscle contraction is related to the inward Ca2+ current flowing through dihydropyridine sensitive voltage-dependent Ca2+ channels.	Calcium	metabolism
102	3353813	2566842452	3353813	TM6SF2 rs58542926 impacts lipid processing in liver and small intestine	The transmembrane 6 superfamily member 2 (TM6SF2) loss‐of‐function variant rs58542926 is a genetic risk factor for nonalcoholic fatty liver disease and progression to fibrosis but is paradoxically associated with lower levels of hepatically derived triglyceride‐rich lipoproteins. TM6SF2 is expressed predominantly in liver and small intestine, sites for triglyceride‐rich lipoprotein biogenesis and export. In light of this, we hypothesized that TM6SF2 may exhibit analogous effects on both liver and intestine lipid homeostasis. To test this, we genotyped rs58542926 in 983 bariatric surgery patients from the Geisinger Medical Center for Nutrition and Weight Management, Geisinger Health System, in Pennsylvania and from 3,556 study participants enrolled in the Amish Complex Disease Research Program. Although these two cohorts have different metabolic profiles, carriers in both cohorts had improved fasting lipid profiles. Importantly, following a high‐fat challenge, carriers in the Amish Complex Disease Research Program cohort exhibited significantly lower postprandial serum triglycerides, suggestive of a role for TM6SF2 in the small intestine. To gain further insight into this putative role, effects of TM6SF2 deficiency were studied in a zebrafish model and in cultured human Caco‐2 enterocytes. In both systems TM6SF2 deficiency resulted in defects in small intestine metabolism in response to dietary lipids, including significantly increased lipid accumulation, decreased lipid clearance, and increased endoplasmic reticulum stress. Conclusions: These data strongly support a role of TM6SF2 in the regulation of postprandial lipemia, potentially through a similar function for TM6SF2 in the lipidation and/or export of both hepatically and intestinally derived triglyceride‐rich lipoproteins. (Hepatology 2017;65:1526‐1542).	Liver	metabolism
103	37483084	2155942284	37483084	Asymptomatic renal cell carcinoma with metastasis to the skin and duodenum: a case report and review of the literature	Renal cell carcinoma is known to have blood-borne metastasis. This is usually to the bone, lungs and brain. Other unusual metastatic presentations such as skin and bowel metastasis have also been described. In most cases, the metastasis occurs as a late manifestation in a patient with known primary renal cell carcinoma. A rare synchronous presentation of skin and duodenal metastasis in an otherwise asymptomatic patient is reported here. This patient presented with a skin lesion that, on excision, brought up the diagnosis of metastatic renal cell carcinoma. While the patient was waiting for surgery, she also developed melena that, on gastroscopy, confirmed a duodenal metastasis. This case highlights the importance of early recognition of otherwise unrelated lesions as presentations for an advanced renal malignancy.	Skin Neoplasms	secondary
104	59603812	2952171844	59603812	Case–control analysis identifies shared properties of rare germline variation in cancer predisposing genes	Along with traditional effects of aging and carcinogen exposure—inherited DNA variation has substantial contribution to cancer risk. Extraordinary progress made in analysis of common variation with GWAS methodology does not provide sufficient resolution to understand rare variation. To fulfill missing classification for rare germline variation we assembled dataset of whole exome sequences from>2000 patients (selected cases tested negative for candidate genes and unselected cases) with different types of cancers (breast cancer, colon cancer, and cutaneous and ocular melanomas) matched to more than 7000 non-cancer controls and analyzed germline variation in known cancer predisposing genes to identify common properties of disease-associated DNA variation and aid the future searches for new cancer susceptibility genes. Cancer predisposing genes were divided into non-overlapping classes according to the mode of inheritance of the related cancer syndrome or known tumor suppressor activity. Out of all classes only genes linked to dominant syndromes presented significant rare germline variants enrichment in cases. Separate analysis of protein-truncating and missense variation in this list of genes confirmed significant prevalence of protein-truncating variants in cases only in loss-of-function tolerant genes (pLI < 0.1), while ultra-rare missense variants were significantly overrepresented in cases only in constrained genes (pLI > 0.9). In addition to findings in genetically enriched cases, we observed significant burden of rare variation in unselected cases, suggesting substantial role of inherited variation even in relatively late cancer manifestation. Taken together, our findings provide reference for distribution and types of DNA variation underlying inherited predisposition to some common cancer types.	Neoplasms	genetics
105	5810765	2055687981	5810765	Function of the ING family of PHD proteins in cancer.	The ING genes encode a family of at least seven proteins with conserved plant homeodomain (PHD)-type zinc fingers in their C-termini. The founding member, ING1, is capable of binding to and affecting the activity of histone acetyltransferase (HAT), histone deacetylase (HDAC), and factor acetyltransferase (FAT) protein complexes. Some ING proteins are involved in transcriptional regulation of genes, such as the p53-inducible genes p21 and Bax. Others have been found to affect post-translational modifications, exemplified by the ING2-induced acetylation of p53 on the same site deacetylated by the Sir2 HDAC. Upon UV irradiation, ING1 causes cell cycle arrest and interacts with proliferating cell nuclear antigen to promote DNA repair or induce apoptosis in cells to prevent tumorigenesis depending upon the severity of DNA damage. It is very likely that, by linking DNA repair, apoptosis and chromatin remodeling to the transcriptional regulation of critical genes, ING1 exerts it tumor suppressor functions by helping maintain genomic stability. Therefore, ING proteins, which are down-regulated in a broad variety of cancer types, are able to restrict cell growth and proliferation, induce apoptosis, and modulate cell cycle progression, which strongly supports the notion that ING family proteins act as class II tumor suppressors.	Neoplasms	etiology
106	38374917	2417001794	38374917	Ethics dilemmas of early detection of obesity	Aim: To discuss the ethics dilemmas of the early detection of overweight and obesity. Methods: Analysis of the ethical aspects of early detection. Results: The early detection of overweight and obesity entails a number of ethical dilemmas because it may both be helpful and harmful. It may help people to lead a healthier life and non-detection could be considered neglectful. It may, however, cause anxiety, interfere with people’s integrity, focus only on individual causes and responsibilities, cause stigmatization and have adverse effects by inducing weight gain. Conclusions: Documentation of more positive than negative effects is required before early detection is introduced.	Obesity	diagnosis
107	15060774	2155380261	15060774	A Biophysical Approach to Predicting Protein–DNA Binding Energetics	Sequence-specific interactions between proteins and DNA play a central role in DNA replication, repair, recombination, and control of gene expression. These interactions can be studied in vitro using microfluidics, protein-binding microarrays (PBMs), and other high-throughput techniques. Here we develop a biophysical approach to predicting protein–DNA binding specificities from high-throughput in vitro data. Our algorithm, called BindSter, can model alternative DNA-binding modes and multiple protein species competing for access to DNA, while rigorously taking into account all sterically allowed configurations of DNA-bound factors. BindSter can be used with a hierarchy of protein–DNA interaction models of increasing complexity, including contributions of mononucleotides, dinucleotides, and longer words to the total protein–DNA binding energy. We observe that the quality of BindSter predictions does not change significantly as some of the energy parameters vary over a sizable range. To take this degeneracy into account, we have developed a graphical representation of parameter uncertainties called IntervalLogo. We find that our simplest model, in which each nucleotide in the binding site is treated independently, performs better than previous biophysical approaches. The extensions of this model, in which contributions of longer words are also considered, result in further improvements, underscoring the importance of higher-order effects in protein–DNA energetics. In contrast, we find little evidence of multiple binding modes for the transcription factors (TFs) and experimental conditions in our data set. Furthermore, there is limited consistency in predictions for the same TF based on microfluidics and PBM data.	DNA	metabolism
108	12354426	2312687446	12354426	Flexible sixteen monopole antenna array for microwave breast cancer detection	Radar based microwave imaging (MI) has been widely studied for breast cancer detection in recent times. Sensing dielectric property differences of tissues over a wide frequency band has been made possible by ultra-wideband (UWB) techniques. In this paper, a flexible, compact monopole antenna on a 100 μm Kapton polyimide is designed, using a high frequency structure simulator (HFSS), to be in contact with biological breast tissues over the 2-5GHz frequency range. The antenna parameters are optimized to obtain a good impedance match over the required frequency range. The designed antenna size is 18mm × 18mm. Further, a flexible conformal 4×4 ultra-wideband antenna array, in a format similar to that of a bra, was developed for a radar-based breast cancer detection system.	Breast Neoplasms	diagnosis
109	3730434	2111222049	3730434	Comparative Intracellular (THP-1 Macrophage) and Extracellular Activities of β-Lactams, Azithromycin, Gentamicin, and Fluoroquinolones against Listeria monocytogenes at Clinically Relevant Concentrations	ABSTRACT The activities of ampicillin, meropenem, azithromycin, gentamicin, ciprofloxacin, and moxifloxacin against intracellular hemolysin-positive Listeria monocytogenes were measured in human THP-1 macrophages and were compared with the extracellular activities observed in broth. All extracellular concentrations were adjusted to explore ranges that are clinically achievable in human serum upon conventional therapy. In broth, ampicillin, meropenem, and azithromycin were only bacteriostatic, whereas gentamicin, ciprofloxacin, and moxifloxacin were strongly bactericidal in a concentration-dependent manner. In cells, ampicillin, meropenem, azithromycin, and ciprofloxacin were slightly bactericidal (0.3- to 0.8-log CFU reductions), moxifloxacin was strongly bactericidal (2.1-log CFU reduction), and gentamicin was virtually inactive. The difference in the efficacies of moxifloxacin and ciprofloxacin in cells did not result from a difference in levels of accumulation in cells (6.96 ± 1.05 versus 7.75 ± 1.03) and was only partially explainable by the difference in the MICs (0.58 ± 0.04 versus 1.40 ± 0.17 mg/liter). Further analysis showed that intracellular moxifloxacin expressed only approximately 1/7 of the activity demonstrated against extracellular bacteria and ciprofloxacin expressed only 1/15 of the activity demonstrated against extracellular bacteria. Gentamicin did not increase the intracellular activities of the other antibiotics tested. The data suggest (i) that moxifloxacin could be of potential interest for eradication of the intracellular forms of L. monocytogenes, (ii) that the cellular accumulation of an antibiotic is not the only determinant of its intracellular activity (for fluoroquinolones, it is actually a self-defeating process as far as activity is concerned), and (iii) that pharmacodynamics (activity-to-concentration relationships) need to be considered for the establishment of efficacy against intracellular bacteria, just as they are for the establishment of efficacy against extracellular infections.	Anti-Bacterial Agents	pharmacology
110	220851149	3046163299	220851149	Relationship between neural functional connectivity and memory performance in age-related macular degeneration	Age-related macular degeneration (AMD) has been linked to memory deficits, with no established neural mechanisms. We collected resting-state brain functional magnetic resonance imaging and standardized verbal recall tests from 42 older adults with AMD and 41 age-matched controls. We used seed-based whole brain analysis to quantify the strength of functional connectivity between hubs of the default mode network and a network of medial temporal regions relevant for memory. Our results indicated neither memory performance nor network connectivity differed by AMD status. However, the AMD participants exhibited stronger relationships than the controls between memory performance and connectivity from the memory network hub (left parahippocampal) to 2 other regions: the left temporal pole and the right superior/middle frontal gyri. Also, the connectivity between the medial prefrontal cortex and posterior cingulate cortex of default mode network correlated more strongly with memory performance in AMD compared to control. We concluded that stronger brain-behavior correlation in AMD may suggest a role for region-specific connectivity in supporting memory in the context of AMD.	Brain	physiopathology
111	12661334	2074685636	12661334	Validation study of the prognostic value of cyclin-dependent kinase (CDK)-based risk in Caucasian breast cancer patients	In a Japanese study, cyclin-dependent kinase (CDK) based risk determined by CDK 1 and 2 activities was associated with risk of distance recurrence in early breast cancer patients. The aim of our study was to validate this risk categorization in European early breast cancer patients. We retrospectively analyzed frozen breast cancer specimens of 352 Dutch patients with histologically confirmed primary invasive early breast cancer. CDK-based risk was determined in tumour tissues by calculating a risk score (RS) according to kinases activity and protein mass concentration assay without the knowledge of outcome. Determination of CDK-based risk was feasible in 184 out of 352 (52%) tumours. Median follow-up of these patients was 15 years. In patients not receiving systemic treatment, the proportions of risk categories were 44% low, 16% intermediate, and 40% high CDK-based risk. These groups remained significant after univariate and multivariate Cox-regression analysis. Factors associated with a shorter distant recurrence-free period were positive lymph nodes, mastectomy with radiotherapy, and high CDK-based risk. There was no significant correlation with overall survival (OS). CDK-based risk is a prognostic marker of distance recurrence of patients with early breast cancer. More validation would be warranted to use of CDK-based risk into clinical practice.	Breast Neoplasms	enzymology
112	31631225	2028547322	31631225	Gram-negative groin sepsis treated with covered stents and systemic antibiotics	Prosthetic graft infections are hazardous conditions. Those due to Gram-negative bacteria are particularly serious. When Gram-negative microorganisms are present, entire graft excision is recommended, with revascularization if needed, preferably with autogenous tissues or with prosthetic grafts via non-infected planes if autogenous options are not available. We herein report the case of a diabetic man with critical limb ischemia, who after lower-extremity revascularization with a prosthetic graft, developed an early graft infection due to Gram-negative and fungal organisms, and who was successfully treated with a covered stent placed across grossly infected tissues. A discussion on the pertinent literature is also offered.	Anti-Bacterial Agents	administration & dosage
113	41419781	2163996024	41419781	Manganese-dependent regulation of the endocarditis-associated virulence factor EfaA of Enterococcus faecalis.	There is increasing recognition of the emerging role of manganese regulation and acquisition in some pathogenic bacteria. Expression of the Enterococcus faecalis endocarditis-associated virulence factor EfaA is induced by growth in serum. It is demonstrated here that expression of the efaCBA operon encoding a putative ABC-type transporter is regulated by Mn(2+). Transcription of efaCBA and EfaA production were repressed in Mn(2+)-supplemented medium. A Mn(2+)-responsive transcriptional regulator, EfaR, sharing 27 % identity with the Corynebacterium diphtheriae diphtheria toxin repressor (DtxR), was identified. In the presence of Mn(2+), EfaR protein bound in vitro to the efaC promoter region. Analysis of the E. faecalis V583 genome revealed ten additional putative EfaR-binding sites, suggesting that manganese availability could have a broader regulatory role in infection. The results identify a new Mn(2+)-sensing regulator in enterococci that regulates the expression of a virulence factor implicated in enterococcal endocarditis.	Bacterial Proteins	biosynthesis
