	doc_id	corpus_id	title	abstract	labels	labels_text
95	27968468	27968468	Placebo-controlled trials in pediatric urology: a cautionary view from an ethical perspective.	The ethical dispute regarding placebo-controlled trials is discussed in this review. Important issues, such as clinical equipoise, fiduciary obligation and middle ground theory, are examined in the context of pediatric urology clinical research. After reviewing the literature, the authors summarize specific indications for placebo-controlled trials in pediatric urology, and emphasize that physicians have ethical and moral obligations to patients, in the sense that one should carefully plan and conduct such trials in order to gain clinically important information without exposing children to undue risks.	[17]	['Medicine']
96	120210545	120210545	Nontrivial solutions for a class of superquadratic elliptic equations		[16]	['Mathematics']
97	144088679	144088679	Examining Differences in State Support for Higher Education: A Comparative Study of State Appropriations for Research I Universities	In this study, quantitative and qualitative methods were used to identify factors that best explain variations in state appropriations for Carnegie Public Research I Universities during the late 1990s. A combination of cultural, political, and institutional factors emerged as critical elements accounting for differences in support including institutional commitment to public service and outreach, strength of postsecondary education governance structure, and gubernatorial and legislative support.	[7]	['Education']
98	204284674	204284674	Selection of the electrofusion parameter of reconstructed embryo from Bore-Huanghuai white goat somatic cell nuclear transfer	In this study,cells nuclear transfer experiment was carried out using the ear fibroblasts of Bore goat as donor cells and the oocytes of Huanghuai-white goat as recipient cell.The result showed that when the electrofusion parameter was 250V·mm-1 for one DC pulse,the cleavage rate of oocytes with 40 μs electrofusion time,the electrofusion of reconstructed oocytes was significantly higher than that with 10 μs electrofusion time or 20μs electrofusion time(P0.05),but the survival rate of the reconstructed embryos after the electrofusion with 10μs electrofusion time was the highest(P0.05);when the electrofusion parameter was 250V·mm-1 for 10μs electrofusion time,the cleavage rate of reconstructed oocytes with two DC electrofusion pulses was significantly higher than that with one DC pulse,while the livability of post-electrofusion embryos and the rate of obtainable embryo in one DC pulse were both higher than those in two DC pulses(P0.05).It is the conclusion that the!optimal electrofusion parameters for reconstructed oocytes of goat may be 250V·mm-1,10μs and one DC pulse.	[0]	['Agricultural and Food sciences']
99	1005287	1005287	Enzymatic synthesis of butyl hydroxycinnamates and their inhibitory effects on LDL-oxidation.	The potential of the Aspergillus niger type A feruloyl esterase (AnFaeA) for the synthesis of various phenolic acid esters was examined using a ternary-organic reaction system consisting of a mixture of n-hexane, 1- or 2-butanol and water. Reaction parameters including the type of methyl hydroxycinnamate, the composition of the reaction media, the temperature, and the substrate concentration were investigated to evaluate their effect on initial rate and conversion to butyl esters of sinapic acids. Optimisation of the reaction parameters lead to 78% and 9% yield for the synthesis of 1-butyl and 2-butyl sinapate, respectively. For the first time, a feruloyl esterase was introduced in the reaction system as cross-linked enzyme aggregates (CLEAs), after optimisation of the immobilisation procedure, allowing the recycling and reuse of the biocatalyst. The inhibition of copper-induced LDL oxidation by hydroxycinnamic acids and their corresponding butyl esters was investigated in vitro. Kinetic analysis of the antioxidation process demonstrates that sinapate derivatives are effective antioxidants indicating that esterification increases the free acid's antioxidant activity especially on dimethoxylated compounds such as sinapic acid compared to methoxy-hydroxy-compounds such as ferulic acid.	[2, 8]	['Biology', 'Engineering']
100	56142264	56142264	Charter School Statutes and Special Education	Charter schools are a growing and evolving component of the public education sector. These schools may be exempt from state or local regulations, but they are part of the public system and subject to federal laws and many regulations. Research has documented policy tensions and basic challenges associated with developing special education programs in charter schools. A key source of these issues is ambiguity in individual state charter laws regarding roles and responsibilities related to special education. This article presents findings from a review of 41 charter statutes. The review reveals variability and lack of specificity among states in the legislative structures they maintain for charter schools and how responsibility for special education is assigned. These findings highlight the importance of federal, state, and district policy leaders developing a nuanced understanding of statutes shaping the parameters of responsibility for special education in the charter sector.	[7]	['Education']
101	34545989	34545989	Influence of ultraviolet C bystander effect on inflammatory response in A375 cell on subsequent exposure to ultraviolet C or hydrogen peroxide.	Ultraviolet C (UVC) irradiation (λ: 200-280 nm) causes release of several secretory cytokines responsible for inflammation. Our objective was to investigate whether inflammatory response was also induced in bystander cells. For this purpose, the conditioned medium containing the released factors from UVC irradiated A375 cells was used in this study to evaluate the expression of inflammatory markers, such as tumour necrosis factor alpha (TNFα), nuclear factor kappa-light-chain-enhancer of activated B cells (NFκB) and p38 mitogen-activated protein kinase (p38 MAPK) in its bystander cells. Inflammatory responses in bystander cells subjected to further irradiation by UVC or other damaging agent like H2O2 were also examined. It was observed that TNFα, NFκB and p38 MAPK were not induced in UVC-bystander cells, but their expression was suppressed in the UVC-bystander cells treated with UVC or H2O2. This lowering in inflammatory response might be due to smaller depletion in the reduced glutathione (GSH) content present in these treated bystander cells. The study indicated that UVC-induced bystander effect was an intrinsic protective response in cells, capable of suppressing inflammation induced in cells on exposure to damaging agents.	[2, 4, 19]	['Biology', 'Chemistry', 'Physics']
102	23319963	23319963	Control of morphogenesis in tobacco protoplast cultures: organogenesis vs embryogenesis.	The morphogenetic pathway leading to plant differentiation in tobacco mesophyll protoplasts could be regulated. The course of development via organogenesis or embryogenesis was controlled by manipulating nutrient media, culture conditions and hormone requirements. A lowering of molarity of medium after 5 weeks of protoplast culture, inclusion of GA3 (0.5 mg/l) in the medium for first 8 weeks of culture and exclusion of reduced nitrogen in the medium resulted in shoot organogenesis, while maintenance of higher molarity of the medium till 8 weeks, reduced nitrogen in the medium and removal of 2, 4-D after 5 weeks of culture induced embryogenesis. Regenerability of viable plants was obtained by both developmental pathways. The implications of tobacco embryogenesis system in plant molecular genetics were highlighted.	[2, 4, 19]	['Biology', 'Chemistry', 'Physics']
103	131191336	131191336	Magnetostratigraphy and paleomagnetic poles from Late Triassic-earliest Jurassic strata of the Newark basin	The Newark basin contains a 7-km-thick sedimentary section, which spans approximately 25 m.y. of the Late Triassic and earliest Jurassic (middle Carnian to Hettangian). Previously paleomagnetic study of the Newark red beds has demonstrated that complete progressive thermal demagnetization can effectively isolate a high-temperature characteristic magnetization. In the lower Newark strata (middle Carnian to early Norian in age), this magnetization yielded a pole position at 54°N, 102°E, and in the upper Newark strata (Hettangian in age) a pole position at 55°N, 95°E. Results from 23 new sites in the middle and upper Norian red beds of the Passaic Formation, including 15 sites from the Jacksonwald region that yield a positive fold test, fill the temporal gap between our two prior studies and yield a pole position at 56°N, 95°E (A 95 = 4.4°). These results from the middle Newark confirm that North American apparent polar wander was very slow (∼0.2°/m.y.) during the Late Triassic through earliest Jurassic. These new sites define reversed and normal polarity magnetozones that are stratigraphically consistent with and extend our previous results. The Newark reversed and normal polarity characteristic magnetizations form a correlatable pattern of 12 magnetozones that are stratigraphically coherent throughout the basin with respect to independent lithostratigraphic marker units that reflect synchronous, basinwide variations in water depth. Temporal calibration of the Newark magnetostratigraphy on the basis of biostratigraphy, radiometric age determinations, and Milankovich-driven cyclostratigraphy indicates that geomagnetic polarity was reversed 70% of the time and that the mean polarity duration was 2 m.y. or less during the Late Triassic and earliest Jurassic.	[11]	['Geology']
104	151589895	151589895	1750–1850: La independencia de México a la luz de cien años. Problemáticas y desenlaces de una larga transitión. Edited by Brian Connaughton. Mexico City: Universidad Autónoma Metropolitana Iztapalapa/Ediciones del Lirio, 2010. Pp. 604. Notes. Index.		[12]	['History']
105	109129164	109129164	Influence of space on performance of feedlot cattle.		[0]	['Agricultural and Food sciences']
106	63040498	63040498	Statistic Test and Network Software on Statistic Significance of Biological Diversity and Evenness	Shaanon-Wiener measures on biodiversity and evenness were widely used in community ecology and bio diversity researches.Their reliability,however,were largely restricted because of the shortage of statistic test on the measures.In this study,the Web-based computational software for the test based on Ewens-Caswell model and Shaanon-Wiener measure,EwensCaswellTest,which is comprised of4Java classes and a HTML file,was developed.It can be run on various Web browsers.Rice invertebrate diversity(15sampling sites,17functional groups)and human HLA-DQB1allele gene polymorphism(12human races or populations,17allele genes)were analysed using software Ewens CaswellTest.The results showed that the statistic significance of diversity and evenness can be effectively detected by the test.	[5]	['Computer science']
107	53367297	53367297	Large Josephson current in Weyl nodal loop semimetals due to odd-frequency superconductivity	Weyl nodal loop semimetals (WNLs) host a closed nodal line loop Fermi surface in the bulk, protected zero-energy flat band, or drumhead, surface states, and strong spin-polarization. The large density of states of the drumhead states makes WNL semimetals exceedingly prone to electronic ordering. At the same time, the spin-polarization naively prevents conventional superconductivity due to its spin-singlet nature. Here we show the complete opposite: WNLs are extremely promising materials for superconducting Josephson junctions, entirely due to odd-frequency superconductivity. By sandwiching a WNL between two conventional superconductors we theoretically demonstrate the presence of very large Josephson currents, even up to orders of magnitude larger than for normal metals. The large currents are generated both by an efficient transformation of spin-singlet pairs into odd-frequency spin-triplet pairing by the Weyl dispersion and the drumhead states ensuring exceptionally proximity effect. As a result, WNL Josephson junctions offer unique possibilities for detecting and exploring odd-frequency superconductivity.	[19]	['Physics']
108	7433994	7433994	Body distribution and in situ evading of phagocytic uptake by macrophages of long-circulating poly (ethylene glycol) cyanoacrylate-co-n-hexadecyl cyanoacrylate nanoparticles	AbstractAim:To investigate the body distribution in mice of [14C]-labeled poly methoxyethyleneglycol cyanoacrylate-co-n-hexadecyl cyanoacrylate (PEG-PHDCA) nanoparticles and in situ evading of phagocytic uptake by mouse peritoneal macrophages.Methods:PEG-PHDCA copolymers were synthesized by condensation of methoxypolyethylene glycol cyanoacetate with [14C]-hexadecylcyanoacetate. [14C]-nanoparticles were prepared using the nanoprecipitation/solvent diffusion method, while fluorescent nanoparticles were prepared by incorporating rhodamine B. In situ phagocytic uptake was evaluated by flow cytometry. Body distribution in mice was evaluated by determining radioactivity in tissues using a scintillation method.Results:Phagocytic uptake by macrophages can be efficiently evaded by fluorescent PEG-PHDCA nanoparticles. After 48 h, 31% of the radioactivity of the stealth [14C]-PEG-PHDCA nanoparticles after iv injection was still found in blood, whereas non-stealth PHDCA nanoparticles were cleaned up from the bloodstream in a short time. The distribution of stealth PEG-PHDCA nanoparticles and non-stealth PHDCA nanoparticals in mice was poor in lung, kidney, and brain, and a little higher in hearts. Lymphatic accumulation was unusually high for both stealth and non-stealth nanoparticles, typical of lymphatic capture. The accumulation of stealth PEG-PHDCA nanoparticles in the spleen was 1.7 times as much as that of non-stealth PHDCA (P<0.01). But the accumulation of stealth PEG-PHDCA nanoparticles in the liver was 0.8 times as much as that of non-stealth PHDCA (P<0.05).Conclusion:PEGylation leads to long-circulation of nanoparticles in the bloodstream, and splenotropic accumulation opens up the potential for further development of spleen-targeted drug delivery.	[2, 4, 17]	['Biology', 'Chemistry', 'Medicine']
109	203922921	203922921	Determination of stable zone and related factors in magnetically fluidized bed	Experimental research on the fluidized characteristics of four magnetic particles with different average diameters(from 213 μm to 512 μm) was carried out in this study.The effects of such factors as intensity of the magnetic field and diameter of the particles,on the stable zone in the magnetically fluidized bed were investigated and discussed.Based on the experiments,by using the dimensionless analysis method,an experimental correlation to calculate the stable zone with three dimensionless numbers,i.e. the ratio of magnetic potential to gravity potential E_r,Archimedes number Ar and Reynolds number Re,was proposed.In addition,the level of significance of the correlation was tested,and the results showed that the most significant factor to influence the stable fluidization zone was E_r,and Ar was the second,while Re was the least significant factor.	[4, 9]	['Chemistry', 'Environmental science']
110	234822333	234822333	Une réflexion sur « Prolégomènes à une psychologie psychanalytique de la crise environnementale »	Resume Cette analyse critique positive cherche a mettre en correspondance ces fondements psychanalytiques recherches avec des donnees venues de la biologie, de l’ecologie et de l’anthropologie. On y voit qu’il n’y a pas vraiment de retard dans l’approche psychanalytique par rapport aux approches politiques, economique et ecologiques. Ce qu’il ressort, c’est, de fait, une faible sensibilite de l’etre humain a son environnement vivant « sauvage » non-humain, sinon de l’ordre de la crainte, et une immense difficulte a prendre en compte des meta-cadres qui depassent la sensibilite a l’environnement proche, et aussi une sorte de manque de reconnaissance de l’humain pourtant present dans ses propres artefacts.	[18]	['Philosophy']
111	143516443	143516443	Correlates of scholarly productivity among counseling psychologists.		[21]	['Psychology']
112	144394530	144394530	Militão and The Guerreiros: Local Feuds, Long Memories, and Brazil's Struggle to Control the São Francisco River	Between 1842 and 1848, a violent conflict erupted on the banks of the São Francisco River in nordieastern Brazil. Militão Plácido de França Antunes and his faction declared war on the family of Captain Bernardo José Guerreiro. Both families were based in the river town of Pilão Arcado, but the fighting spread to the nearby town of Sento-Sé, and by 1848 violence had engulfed the entire region from Barra to Juazeiro (see Figures 1 and 2). Bands of armed men loyal to Militão roamed the streets and attacked the households of people they considered to be on the side of the Guerreiros. Many people were killed, and others fled the region altogether. The violence ended only after Militão's faction killed Guerreiro's last adult son on August 1, 1848. Although a family feud in the backlands was not unusual, this fight resonated with coastal lawmakers who, in Brazil's Second Empire, had been looking toward conquering the west and consolidating their own vast territory. The reports of wrenching violence in the backlands, unchecked by the rule of law, represented the deepest fears of the coastal elite and made the need to conquer the Brazilian interior even more urgent.	[12]	['History']
113	63799044	63799044	Teaching Reform of Computer Operating System	Computer operating system is a comprehensive course,its content is very complex and covers a wide range of fields,the subject is more difficult to be taught than the other courses,and students are more difficult to learn.Through analyzing the characteristics and teaching condition of computer operating system,proposes reform idea of this course.	[5]	['Computer science']
114	121476393	121476393	Noise and flow structure of a tone-excited jet	Detailed and well-controlled acoustic as well as turbulence measurements are made of a tone-excited jet to obtain an understanding of the mechanism of broadband noise augmentation. Results are presented for a range of excitation frequencies and levels both with and without flight simulation. Results of measurements of the large-scale instability waves within the excited jet are also described. Changes in the radiated noise and the flow structure and their interrelationship are then discussed.	[19]	['Physics']
115	83700567	83700567	Enzymatic Synthesis of ω-Hydroxyalkyl and n-Alkyl β-D-Galactopyranosides by the Transglycosylation Reaction of β-Galactosidase	ω-Hydroxyalkyl and n-alkyl β-D-galactopyranosides were directly prepared in high yield from 1,8-octanediol, 1,10-decanediol, 1-octanol and 1-decanol by the transglycosylation reaction of o-nitrophenyl β-D-galactopyranoside (ONPG) or lactose using β-galactosidase.	[4]	['Chemistry']
116	166228173	166228173	Private Learning and Regularized Optimal Transport	Private data are valuable either by remaining private (for instance if they are sensitive) or, on the other hand, by being used publicly to increase some utility. These two objectives are antagonistic and leaking data might be more rewarding than concealing them. Unlike classical concepts of privacy that focus on the first point, we consider instead agents that optimize a natural trade-off between both objectives. We formalize this as an optimization problem where the objective mapping is regularized by the amount of information leaked by the agent into the system (measured as a divergence between the prior and posterior on the private data). Quite surprisingly, when combined with the entropic regularization, the Sinkhorn divergence naturally emerges in the optimization objective, making it efficiently solvable. We apply these techniques to preserve some privacy in online repeated auctions.	[5]	['Computer science']
117	57204368	57204368	Urinary tract imaging.	"Abstract 
This article reviews the current imaging investigations usually required in the work-up of common urinary tract problems such as urinary tract infection, colic, trauma, hematuria and renal failure. Radiological therapeutic techniques such as percutaneous nephrostomy for drainage of obstructed systems and percutaneous nephrolithotomy for treatment of renal calculi are briefly mentioned. The virtual elimination of percutaneous or open surgery for renal and upper urinary tract stones, resulting from the installation of the first and only Canadian extracorporeal shock wave lithotripter in the Department of Radiology at the Vancouver General Hospital is also discussed."	[17]	['Medicine']
118	151452702	151452702	Book Reviews: Enterprising Images: The Goodridge Brothers, African American Photographers, 1847-1922, by John Vincent Jezierski.		[12]	['History']
119	40566239	40566239	Cytometric bead array (CBA) for the measurement of cytokines in urine and plasma of patients undergoing renal rejection.	Renal rejection is associated with an active immune response regulated by cytokines and in which immunocompetent cells are involved. Previous studies have measured high levels of cytokines in the urine and plasma in various renal dysfunction states. However, some methods used to measured cytokines hinder their use as a diagnostic tool in renal rejection. In this report, cytokine levels were determined in the plasma and urine of kidney transplant patients, with renal rejection and without it, using a cytometric bead array (CBA) technique. Concentrations of six human cytokines (IL-2, IL-4, IL-5, IL-10, TNF-alpha and INF-gamma) were established. Results show that patients who develop renal rejection presented high levels of IL-10 and IFN-gamma cytokines in plasma and urine compared to patients without renal rejection. The CBA technique displayed greater sensitivity in the determination of cytokines in urine than the conventional ELISA technique. Finally, when standard cytokines in plasma and in urine were compared, it was observed that, in plasma, levels of IL-4, IL-5, IL-10, TNF-alpha and IFN-gamma were detected, whereas in urine the levels detected were of IL-4, IL-5, IL-10 and IFN-gamma. These results indicate that the CBA assay is a sensitive method to measure cytokines in urine. In kidney transplant patients undergoing acute renal rejection, the presence of cytokines in urine reflects renal damage and could be a useful method in the diagnosis of renal rejection.	[17]	['Medicine']
120	80194709	80194709	THE MEDICAL ASPECTS OF PYELITIS IN PREGNANCY		[17]	['Medicine']
121	204737860	204737860	A Chromosome-Scale Reference Assembly of a Tibetan Loach, Triplophysa siluroides	Cobitoidea is one of the two superfamilies in Cypriniformes; however, few genomes have been sequenced for Cobitoidea fishes. Here, we obtained a total of 252.90 Gb of short Illumina reads and 31.60 Gb of long PacBio Sequel reads, representing approximate genome coverage of 256× and 50×, respectively. The final assembled genome is about 583.47 Mb with contig N50 sizes of 2.87 Mb, which accounts for 91.44% of the estimated genome size of 638.07 Mb. Using Hi-C–based chromatin contact maps, 99.31% of the genome assembly was placed into 25 chromosomes, and the N50 is 22.3 Mb. The gene annotation completeness was evaluated by BUSCO, and 2,470 of the 2,586 conserved genes (95.5%) could be found in our assembly. Repetitive elements were calculated to reach 33.08% of the whole genome. Moreover, we identified 25,406 protein-coding genes, of which 92.59% have been functionally annotated. This genome assembly will be a valuable genomic resource to understand the biology of the Tibetan loaches and will also set a stage for comparative analysis of the classification, diversification, and adaptation of fishes in Cobitoidea.	[2]	['Biology']
122	4787621	4787621	Structure and function of the type III pullulan hydrolase from Thermococcus kodakarensis.	Pullulan-hydrolysing enzymes, more commonly known as debranching enzymes for starch and other polysaccharides, are of great interest and have been widely used in the starch-saccharification industry. Type III pullulan hydrolase from Thermococcus kodakarensis (TK-PUL) possesses both pullulanase and α-amylase activities. Until now, only two enzymes in this class, which are capable of hydrolysing both α-1,4- and α-1,6-glycosidic bonds in pullulan to produce a mixture of maltose, panose and maltotriose, have been described. TK-PUL shows highest activity in the temperature range 95-100°C and has a pH optimum in the range 3.5-4.2. Its unique ability to hydrolyse maltotriose into maltose and glucose has not been reported for other homologous enzymes. The crystal structure of TK-PUL has been determined at a resolution of 2.8 Å and represents the first analysis of a type III pullulan hydrolyse. The structure reveals that the last part of the N-terminal domain and the C-terminal domain are significantly different from homologous structures. In addition, the loop regions at the active-site end of the central catalytic domain are quite different. The enzyme has a well defined calcium-binding site and possesses a rare vicinal disulfide bridge. The thermostability of TK-PUL and its homologues may be attributable to several factors, including the increased content of salt bridges, helical segments, Pro, Arg and Tyr residues and the decreased content of serine.	[4]	['Chemistry']
123	55403781	55403781	Individual Cyber Security: Empowering Employees to Resist Spear Phishing to Prevent Identity Theft and Ransomware Attacks	One of the most difficult challenges in information security today is phishing. Phishing is a difficult problem to address because there are many permutations, messages, and value propositions that can be sent to targets. Spear phishing is also associated with social engineering, which can be difficult for even trained or savvy employees to detect. This makes the user the critical point of entry for miscreants seeking to perpetrate cyber crimes such as identity theft and ransomware propagation, which cause billions of dollars in losses each year. Researchers are exploring many avenues to address this problem, including educating users and making them aware of the repercussions of becoming victims of phishing. The purpose of this study was to interview security professionals to gain better insight on preventing users and employees from succumbing to phishing attack. Seven subject-matter experts were interviewed, revealing nine themes describing traits that identify users as vulnerable to attack or strongly resistive to attack, as well as training suggestions to empower users to resist spear phishing attacks. Suggestions are made for practitioners in the field and future research.	[3]	['Business']
124	156569159	156569159	The Distribution of Securities in the Formation of the United States Steel Corporation		[20]	['Political science']
125	140559313	140559313	Anatomy of a mining-induced fault zone	A mining-induced fault zone that formed in the East Rand Proprietary Mine, Boksburg, South Africa, during the sloping of a large, highly stressed pillar is associated with two large seismic events that occurred within 17 days of each other; each event caused appreciable rock-burst damage in the neighboring stopes. The zone consists essentially of two high-angle normal faults intersecting at about 30°, across which shear displacements of as much as 10 cm were measured. In detail, the fault zone comprises two approximately planar shear zones, each of which strikes subparallel to the stope working faces at the time of the seismic events, and which encompass areas of at least 500 and 600 m 2 , respectively. The shear zones are themselves made up of smaller, en echelon shear planes, which are connected by subsidiary conjugate shears and extension fractures. These shear planes become diffuse and are replaced by extension and bedding-plane fractures at the boundaries of the fault zone. Microscopically, the shear planes are seen to contain a layer of finely comminuted gouge material within which fluxion structure may be developed. The wall rock adjacent to the gouge is a microbreccia formed by shattered quartz grains and larger areas of rock, cut by conjugate shear and extension fractures across which some comminution has also occurred. The microscopic observations suggest the following sequence of events resulting in the formation of the fault zone: (1) development of extension cracks in the region of planes of maximum shearing stress, (2) coalescence of extension cracks to form conjugate shear planes, and (3) rapid movement along the more favorably oriented of these shear planes to form the major gouge zone and feather fractures. Dynamic analyses of the attitudes of the microfractures and macrofractures define the stress field operating at the time of the seismic event. There is a striking similarity between the fault zones and natural faults, both in macroscopic and microscopic form and in the development of cataclastic rock types.	[11]	['Geology']
126	86471160	86471160	平成13年電気学会電子・情報・システム部門大会 -特集号によせて-		[5]	['Computer science']
127	146122090	146122090	Watson on Historiography		[12]	['History']
128	3275530	3275530	Exponential stability of a second order delay differential equation without damping term	For the delay differential equation x ? ( t ) + a ( t ) x ( h ( t ) ) - b ( t ) x ( g ( t ) ) = 0 , g ( t ) ≤ t , h ( t ) ≤ t , without damping term, explicit exponential stability conditions are obtained.	[16]	['Mathematics']
129	145811203	145811203	II. Motor and Perceptual Skill in “Reading” Material Whose Meaning is Unimportant	"PART I of this report described a group of college students who all had similar general reading ability. Within this group were some who could increase speed easily when reading simple prose (""flexible"" readers) and others who could not (""inflexible"" readers). The flex ible readers differed significantly from the in flexible in their characteristic eye-movement patterns, particularly in fixation spanandrate. Since the prose was very easy to understand, it should have been simple for all these stude nts to read it quickly. Therefore the wide differ ences which appeared wer o probably not re lated to factors which make for easy understand ing: familiarity, vocabulary, general back ground. Further, all the students had recently been tested by refractionists who found their apparatus satisfactory. Finally, there was no indication that confusion, tension, or unfamil iarity affected the reading measures. In order to find out what was responsible for the wide variation in rate increase, the same students were put in quasi-reading situations which elim inated or minimized concern for meaning, con secutive thought, or judgment. They would then use their eyes as they usually do in reading, and perceptual-motor habits would persist with out any complicating demand for understanding meaning. Would the two groups of readers still show significantly different behavior ?"	[7]	['Education']
130	140535940	140535940	The sedimentology and context of Late Ordovician glacial marine sediments from Sierra Leone, West Africa	Abstract Glacial marine deposits (the Waterfall Formation of the Saionia Scarp Group) from northern Sierra Leone, West Africa, correlate with sequences in Guinea and Senegal and indicate a Late Ordovician age. The sediments (150 m in thickness) are laminated mudstones (rhythmites) of alternating fine laminae and lenticular, graded, coarse laminae a few millimetres thick. Dispersed clasts of various rock types occur within the rhythmites, which also locally contain slump structures. Interbedded with the rhythmites and dropstones are turbidites, with sole structures, amalgamated and graded beds. Transport directions are from the north. Deposition from low-density melt-water suspension currents derived from a shelf glacier is suggested for the rhythmites, with the clasts emplaced by iceberg rafting. Underlying the glacial sediments are subarkoses with heavy-mineral laminae and cross-bedded, super-mature quartz arenites attributed to a shallow-water tidal origin. The occurrence of glacial marine sediments in Sierra Leone provides a southwestern boundary to the ice-sheet which is well-documented as covering much of the Sahara and Northwest Africa during Late Ordovician time, and further emphasizes the great area affected by this glaciation.	[9, 10]	['Environmental science', 'Geography']
131	20934035	20934035	Thermodynamic stability of lactate dehydrogenase isozymes from guinea pig & rabbit.		[2, 4, 19]	['Biology', 'Chemistry', 'Physics']
132	62804634	62804634	Influence of Demography, Religiosity and Porting Behaviour on Switching Behaviour of Mobile Subscribers: Evidence from A Developing Country	The paper examines the extent to which consumer demography, religiosity and porting behaviour predict consumer switching behaviour (CSB) in the context of mobile subscribers from an emerging market perspective. Drawing from relevant literature, a predictive model was developed to test the influence of demography, religiosity and porting behaviour on CSB. Empirical data were collected through a cross-sectional survey design involving 736 mobile subscribers from six telecoms in Ghana. Data were analysed using binary logistics regression to test the proposed model. The results indicate that the effect of some demographics (age, income and length of relationship) and porting behaviour were statistically significant in predicting mobile subscribers’ switching behaviour, while other demographics (gender, education, marital status and phone use experience) and religiosity did not contribute to predicting switching behaviour of mobile subscribers in Ghana. The theoretical and managerial implications of this study are discussed. The limitations of this study offer avenues for future research.	[3]	['Business']
133	95435531	95435531	Polyazole systems based on 3,4-dihydroisoquinoline	The reaction of 1-methylthio-3,3-dimethyl-6,7-di-R-dihydroisoquinolines with carboxylic acid hydrazides gives the corresponding hydrazides converted into derivatives of 1,2,4-triazolo[3,4-alisoquinoline. Reaction of these dihydroisoquinolines with hydrazine hydrate gives the corresponding 1-hydrazinoderivatives which with NaNO2 give tetrazolo[5,1-aisoquinolines, and with oxalyl chloride (where R = H), 1,2,4-triazino[5,1-aJisoquinoline.	[4]	['Chemistry']
134	124973321	124973321	A QUADRILATERAL FLAT THIN SHELL ELEMENT BASED ON THE MEMBRANE-PLATE SIMILARITY THEORY	A new effective approach has been proposed to formulate thin plate element by using the similarity theory between plane elasticity and plate bending. Because of avoiding the difficulty of 1c continuity, the construction of thin plate elements becomes easier. In this paper, a new four node, sixteen D.O.F (degree of freedom) flat thin shell element is presented on the basis of the similarity theory. This element is combined by the four node plane rational element (membrane part) and a four node plate element using the similarity theory (bending part). Numerical results of typical problems show that this new element exhibits very good convergence and high precision.	[8]	['Engineering']
135	24880084	24880084	Transverse bacterial migration induced by chemotaxis in a packed column with structured physical heterogeneity.	The significance of chemotaxis in directing bacterial migration toward contaminants in natural porous media was investigated under groundwater flow conditions. A laboratory-scale column, with a coarse-grained sand core surrounded by a fine-grained annulus, was used to simulate natural aquifers with strata of different hydraulic conductivities. A chemoattractant source was placed along the central axis of the column to model contaminants trapped in the heterogeneous subsurface. Chemotactic bacterial strains, Escherichia coli HCB1 and Pseudomonas putida F1, introduced into the column by a pulse injection, were found to alter their transport behaviors under the influence of the attractant chemical emanating from the central source. For E. coil HCB1, approximately 18% more of the total population relative to the control without attractant exited the column from the coarse sand layer due to the chemotactic effects of alpha-methylaspartate under an average fluid velocity of 5.1 m/d. Although P. putida F1 demonstrated no observable changes in migration pathways with the model contaminant acetate under the same flow rate, when the flow rate was reduced to 1.9 m/d, approximately 6-10% of the population relative to the control migrated from the fine sand layer toward attractant into the coarse sand layer. Microbial transport properties were further quantified by a mathematical model to examine the significance of bacterial motility and chemotaxis under different hydrodynamic conditions, which suggested important considerations for strain selection and practical operation of bioremediation schemes.	[9]	['Environmental science']
136	133487280	133487280	Paleoceanography of limestone seas [abstracts]		[11]	['Geology']
137	234827910	234827910	The Flexible Array of Radars and Mesonets (FARM)	The Flexible Array of Radars and Mesonets (FARM) Facility is an extensive mobile/quickly deployable (MQD) multiple-Doppler radar and in situ instrumentation network. The FARM includes four radars: two 3-cm dual polarization, dual frequency (DPDF), Doppler on Wheels (DOW6/DOW7), the Rapid-Scan DOW (RSDOW), and a quickly deployable (QD) DPDF 5-cm C band on Wheels (COW). The FARM includes three mobile mesonet (MM) vehicles with 3.5-m masts, an array of rugged QD weather stations (PODNET), QD weather stations deployed on infrastructure such as light/power poles (POLENET), four disdrometers, six MQD upper-air sounding systems and a Mobile Operations and Repair Center (MORC). The FARM serves a wide variety of research/educational uses. Components have deployed to >30 projects during 1995–2020 in the United States, Europe, and South America, obtaining pioneering observations of a myriad of small spatial- and temporal-scale phenomena including tornadoes, hurricanes, lake-effect snow storms, aircraft-affecting turbulence, convection initiation, microbursts, intense precipitation, boundary layer structures and evolution, airborne hazardous substances, coastal storms, wildfires and wildfire suppression efforts, weather modification effects, and mountain/alpine winds and precipitation. The radars and other FARM systems support innovative educational efforts, deploying >40 times to universities/colleges, providing hands-on access to cutting-edge instrumentation for their students. The FARM provides integrated multiple radar, mesonet, sounding, and related capabilities enabling diverse and robust coordinated sampling of three-dimensional vector winds, precipitation, and thermodynamics increasingly central to a wide range of mesoscale research. Planned innovations include S-band on Wheels Network (SOWNET) and Bistatic Adaptable Radar Network (BARN), offering more qualitative improvements to the field project observational paradigm, providing broad, flexible, and inexpensive 10-cm radar coverage and vector wind field measurements.	[9]	['Environmental science']
138	142043993	142043993	Much Ado About Something: Lerner's Logic. Symposium No. 11: Response.		[7]	['Education']
