	doc_id	corpus_id	title	abstract	label_type	label	class
99	27391643	22499188	Aortic Endograft and Epithelioid Sarcoma: A Random Association or Causality?	Angiosarcoma is an uncommon, malignant neoplasm often found in skin and soft tissue. Epithelioid angiosarcoma (EA) is a rarer, more aggressive form of angiosarcoma most common in men in their seventh decade. Dacron<sup>®</sup>, a polymer comprised of polyethylene terephthalate used in endografts for abdominal aortic aneurysm repairs, has been a suspected carcinogen associated with EA. Currently, three case reports exist in the literature purporting Dacron<sup>®</sup>-associated epithelioid angiosarcoma. Herein we report a case of Dacron<sup>®</sup>-associated EA.<br/> A 64-year-old male with a recent history of a repaired type 2 endoleak and Dacron<sup>®</sup> endograft for his AAA presented with a painful skin eruption, fever, and weight loss. On exam, erythematous and violaceous papules and nodules were present on the patient's lower back. Biopsy revealed atypical, epithelioid cells forming vascular channels in a sheet-like and infiltrative pattern. These results and subsequent immunostaining were consistent with the diagnosis of EA. A bone marrow biopsy confirmed metastatic angiosarcoma.<br/> This case further highlights Dacron<sup>®</sup> as a rare, but, potential carcinogen associated with EA. <br /><br /> <em>J Drugs Dermatol.</em> 2016;15(7):897-899.	Labeled	clinical characteristics or disease pathology	0
100	21195890	26005590	Castleman's disease in the head and neck region: Meta-analysis of reported cases in Taiwan and literature review	"Castleman's disease (CD) is a rare and complex disease that involves the head and neck region. In our hospital, only three cases of CD in the head and neck region have been encountered in the past 20 years. To establish a database of Castleman's disease in Taiwan and to compare it to published western studies, we collected case reports of CD in the head and neck region in Taiwan from 1992 to 2007. We used ""Castleman's disease"" and ""Taiwan"" as keywords to search medical journal databases. A total of 15 cases were incorporated in our study, including three from our own hospital. These data were integrated for studying the disease characteristics in Taiwan. Submandibular area (level I) was the most commonly involved site (5 cases, 33.3%). The ratio of unicentric to multicentric CD and the proportion of histological classifications were similar to those in the western studies included in our review. All of the unicentric CD treated by complete resection showed no evidence of recurrence. Multicentric CD was present in two patients, although one died following a heart attack. The other multicentric CD patient was treated by medication and survived for several years. The features of head and neck CD in Taiwan are similar to those reported in western studies. Although CD is not a common disease, it should be considered as a differential diagnosis in patients with a neck mass, especially when the patient is suffering from long-term inflammation. Multicentric CD is also likely to be initially misdiagnosed as unicentric CD. It is important to remember that all patients diagnosed with CD should receive a systemic survey to exclude the possibility of ignored lesions."	Labeled	clinical characteristics or disease pathology	0
101	30062132	51868470	The effects of nasal closure on quality of life in patients with hereditary hemorrhagic telangiectasia	Epistaxis is the most common symptom of hereditary hemorrhagic telangiectasia (HHT). Complete nasal closure is one of the treatment options for patients with severe, intractable epistaxis. In our experience, this surgery can be life changing in a positive sense; but many patients as well as their physicians understandably fear that such a procedure will diminish certain aspects of quality of life (QOL). Case-control study of HHT patients treated at the University of Utah HHT Center of Excellence with and without nasal closure from January 2005 to January 2016. Patients were matched according to epistaxis severity. Each included patient was issued three surveys: Epistaxis Severity Score (ESS), the Pittsburg Sleep Quality Index (PSQI), and the Nasal Obstruction Symptom Evaluation (NOSE). After treatment, the mean PSQI and NOSE scores were not significantly different between the two groups. However, the mean ESS score in the nasal closure group was significantly lower at 1.10 compared to the severe epistaxis group with a mean score of 3.99 (P = .027). The results of this study demonstrate that nasal closure significantly improves epistaxis severity without having a significant effect on sleep or nasal obstruction as they relate to QOL. These findings suggest that nasal closure should be considered for HHT patients with chronic severe epistaxis. 4.	Labeled	other	1
102	20302725	663759	Clinical features and surgical treatment of thoracic Castleman's disease	To explore the clinical features and surgical treatment of thoracic Castleman's disease. The clinical symptoms, pathological, laboratory, CT findings and results of surgery in 32 patients with Castleman's disease from June 1996 to November 2008 were evaluated. Among the 32 patients, there were 14 male and 18 female, aged from 16 to 48 years old with a mean age of 34.2 years old. Thirteen cases had symptoms including short of breath, irritable cough, or chest pain, while 14 cases had no symptoms. Mediastinal or hilar tumors were found by CT examination. Tumor was surgically removed in all the 32 patients except one died with anesthetic accident. Castleman's disease was conformed by pathology. Five cases were diagnosed as with paraneoplastic pemphigus, 3 of them were attacked by bronchiolitis obliterans. All 5 cases were failed by the use of prednisone. The signs of PNP were dissolved after operation, but pulmonary lesions failed to improve. There was no recurrence in all cases. PNP and lung abnormalities are the rare and severe complications of thoracic Castleman's disease. Surgical resection of the tumor is the first choice for treatment.	Labeled	clinical characteristics or disease pathology	0
103	28806327	4628293	Long-term Quality of Life Following Vestibular Schwannoma Excision Via the Translabyrinthine Approach	To assess postoperative quality of life (QOL) and other patient-reported outcomes following surgery for vestibular schwannoma. Cross-sectional retrospective case review using postal questionnaires. Tertiary referral center. Five hundred consecutive patients undergoing surgery for vestibular schwannoma. Patients undergoing surgery via the translabyrinthine approach (excluding neurofibromatosis type 2) under the senior author, with a minimum of 5 years follow-up, were included. QOL was assessed using the Short Form 36 (SF-36) questionnaire and a disease-specific survey to assess patients' subjective outcomes. The SF-36 scores in this group were significantly lower than the general UK population, though 24% of respondents reported a subjective improvement in overall QOL. Tumors larger than 4 cm were related to a reduced SF-36 total mental component score (p = 0.037). Increased age at time of surgery correlated with a reduced physical component of QOL (correlation coefficient = -0.26) and an improved mental component (correlation coefficient = 0.26). Subjective reports of postoperative symptoms and return to work, driving and social activities were similar to other published studies. 35% of patients reported vivid dreams or nightmares following surgery; the first reported incidence of this phenomenon in a large group of vestibular schwannoma patients. Generic measures of QOL in patients following translabyrinthine surgery for vestibular schwannoma do not always match subjective reports, reflecting the complexity of QOL assessment and the range of outcomes in this group. Increased time since surgery appears to be associated with an improvement in mental health.	Labeled	other	1
104	21041171	24619295	A case of hypercalcemia associated with Castleman disease.	"OBJECTIVE
To present a case of hypercalcemia associated with Castleman disease.


METHODS
The details of case presentation, evaluation, diagnosis, and treatment are reviewed in a 25-year-old woman with severe hypercalcemia, joint pain, conjunctival injection, and lymphadenopathy.


RESULTS
Endocrinopathies such as primary hyperparathyroidism were ruled out. Infectious and rheumatologic laboratory evaluations revealed normal results. On a whole-body scan, the patient was noted to have diffusely increased osseous uptake in conjunction with increased periarticular uptake, consistent with a metabolic superscan. After extensive evaluation, the patient underwent a right axillary lymph node biopsy and was found to have multicentric Castleman disease. She was treated with high-dose corticosteroids and eventually immunomodulators to help control her disease.


CONCLUSION
To the best of our knowledge, this is the first published case report demonstrating hypercalcemia in association with Castleman disease. The pathologic mechanism is likely bone turnover mediated by cytokines such as interleukin-6."	Labeled	clinical characteristics or disease pathology	0
105	20455025	10334223	Survey of familial glioma and role of germline p16INK4A/p14ARF and p53 mutation	There is increasing recognition of familial propensity to glioma as a distinct clinical entity beyond a few rare syndromes; however its genetic basis is poorly understood. The role of p16(INK4A)/p14(ARF) and p53 mutations in sporadic glioma provides a strong rationale for investigating germline mutations in these genes as a cause of familial glioma. To survey the familial glioma phenotype and examine the contribution of germline mutation in p16(INK4A)/p14(ARF) and p53 to the disease we have analyzed a series of 101 index familial cases collected through the GLIOGENE Consortium (http://braintumor.epigenetic.org/). There was little evidence for within family correlations for tumour histology, suggesting generic susceptibility to glial tumors. We did not detect any functional mutations in p16(INK4A) or p14(ARF). One index case with glioblastoma multiforme (GBM) diagnosed at age 54 and had a family history comprised of a paternal aunt with GBM at age 55, carried the p53 R158H mutation, which is predicted to be functional and has previously been implicated as a cause of Li-Fraumeni syndrome. Our findings provide no evidence that p16(INK4A)/p14(ARF) and p53 mutations contribute significantly to familial glioma.	Labeled	disease mechanism	2
106	33325733	229283529	HIV Lymphadenopathy: Differential Diagnosis and Important Imaging Features.	OBJECTIVE. The purpose of this article is to review important imaging and clinical features to help elucidate causes of lymphadenopathy in patients with HIV infection. CONCLUSION. HIV lymphadenopathy has various causes generally categorized as inflammatory or reactive, such as immune reconstitution syndrome; infectious, such as tuberculous and nontuberculous mycobacterial infections and HIV infection itself; and neoplastic, such as lymphoma, Kaposi sarcoma, and Castleman disease. It is important to consider patients' demographic characteristics, clinical presentations, CD4 lymphocyte counts, and radiologic features to identify likely causes of lymphadenopathy.	Labeled	clinical characteristics or disease pathology	0
107	1550449	13540515	Cervical Castleman's disease in a 12 year-old child	A case of unifocal cervical Castleman's disease without systemic manifestations occurring in a 12 year-old child is reported. Histological examination showed the characteristic features of angiofollicular lymph node hyperplasia. The results of immunological and in situ hybridization studies are also reported. A local IL6 secretion in the interfollicular areas was demonstrated.	Labeled	clinical characteristics or disease pathology	0
108	11592818	31023468	Characterization of the murine gene corresponding to human Hermansky-Pudlak syndrome type 3: exclusion of the Subtle gray (sut) locus	Hermansky-Pudlak syndrome (HPS) consists of oculocutaneous albinism and a bleeding diathesis due to absent platelet dense bodies. In addition to exhibiting considerable phenotypic variation, this autosomal recessive disorder displays locus heterogeneity. One causative gene is HPS1, coding for a protein of unknown function and resulting in HPS-1 disease, common in northwest Puerto Rico. A second HPS-causing gene is ADTB3A, coding for the beta3A subunit of adaptor complex-3 (AP-3, a coat protein complex) and resulting in HPS-2 disease. Each of these HPS subtypes has a murine counterpart, specifically pale ear for HPS-1 and pearl for HPS-2. Recently, the HPS3 gene, responsible for HPS-3 disease in a genetic isolate of central Puerto Rico, was isolated and characterized. Its location on human chromosome 3q24 suggested that the mouse model corresponding to HPS-3 disease might be subtle gray. To examine this possibility, we determined the mouse HPS3 sequence, its genomic organization, and its amino acid sequence, which shares 95.8% identity with the human protein. We demonstrated that the subtle gray mouse produces a normal size and amount of HPS3 mRNA and has an entirely normal sequence in every exon and intron/exon boundary. Furthermore, subtle gray exhibits a normal contingent of platelet dense bodies. Together, these data eliminate subtle gray as a murine model for HPS-3 disease and suggest that other mouse models be examined.	Labeled	disease mechanism	2
109	20512480	6285687	MET overexpressing chordomas frequently exhibit polysomy of chromosome 7 but no MET activation through sarcoma-specific gene fusions	Overexpression of MET and polysomy 7 was formerly demonstrated in chordomas. We investigated mesenchymal-epithelial transition factor (MET) protein expression and copy numbers of chromosome 7 in human chordomas. Furthermore, tumors were screened for gene fusions (PAX3-FKHR, ASPL-TFE3, and SYT-SSX) previously shown to be associated with MET activation in sarcomas. Tissue microarrays (TMAs) were constructed from 66 chordoma samples. MET protein expression was assessed by immunohistochemistry using an immunoreactive score (IRS, scores 0-12). fluorescence in situ hybridization (FISH) with a dual-color DNA probe (7q31) for MET amplification was performed on TMA sections and RT-PCR for PAX3-FKHR, ASPL-TFE3 (type 1 + 2), and SYT-SSX (type 1 + 2) gene fusions on punch biopsies. All tumors (n = 66) expressed MET protein. FISH analysis of 33 tumors lacked MET gene amplification but showed polysomy of chromosome 7 in 15 (45.5%) tumors (13 low and two high polysomies). Although, polysomy 7 showed an increasing incidence with escalating MET IRS, this finding was not statistically significant. PAX3-FKHR, ASPL-TFE3, or SYT-SSX gene fusions were not demonstrable (n = 52). We found MET protein expression in all chordomas. A clear influence of polysomy 7 on MET protein expression could not be statistically demonstrated for this cohort. Moreover, gene fusions with the ability to cause MET overexpression do not occur in chordomas.	Labeled	disease mechanism	2
110	17159124	13759885	Peripheral and central hypomyelination with hypogonadotropic hypogonadism and hypodontia	We identified four unrelated patients (three female, one male) aged 20 to 30 years with hypomyelination, pituitary hypogonadotropic hypogonadism, and hypodontia. Electron microscopy and myelin protein immunohistochemistry of sural nerves showed granular debris-lined clefts, expanded abaxonal space, outpocketing with vacuolar disruption, and loss of normal myelin periodicity. Reduced galactocerebroside, sphingomyelin, and GM1-N-acetylglucosamine and increased esterified cholesterol were found. This is a clinically homogeneous progressive hypomyelinating disorder. The term 4H syndrome is suggested.	Labeled	clinical characteristics or disease pathology	0
111	20736812	41583222	Erlotinib for progressive vestibular schwannoma in neurofibromatosis 2 patients	In vitro treatment of Nf2-deficient cells with epidermal growth factor receptor (EGFR) inhibitors can reduce cellular proliferation. We sought to determine the activity of erlotinib for progressive vestibular schwannoma (VS) associated with neurofibromatosis 2 (NF2). Retrospective case review. Tertiary referral center. Eleven NF2 patients with progressive VS who were poor candidates for standard therapy. Erlotinib 150 mg daily. A radiographic response was defined as >or= 20% decrease in tumor volume compared with baseline. A hearing response was defined as a statistically significant increase in word recognition score (WRS) compared with baseline; a minor hearing response was defined as a 10 dB improvement in pure-tone average with stable WRS. : Before treatment, the median and mean annual volumetric growth rate for 11 index VS were 26% and 46%, respectively. Among 10 evaluable patients, the median time-to-tumor progression was 9.2 months. Three patients with stable disease experienced maximum tumor shrinkage of 4%, 13%, and 14%. Nine patients underwent audiologic evaluations. One experienced a transient hearing response, 2 experienced minor hearing responses, 3 remained stable, and 2 developed progressive hearing loss. The median time-to-progressive hearing loss was 9.2 months and to either tumor growth or progressive hearing loss was 7.1 months. Adverse treatment effects included mild-to-moderate rash, diarrhea, and hair thinning, with 2 episodes of grade 3 toxicity. Erlotinib treatment was not associated with radiographic or hearing responses in NF2 patients with progressive VS. Because a subset of patients experienced prolonged stable disease, time-to-progression may be more appropriate than radiographic or hearing response for anti-EGFR agents in NF2-associated VS.	Labeled	patient-based therapeutics	4
112	28344781	6281388	Patient-specific three-dimensional explant spheroids derived from human nasal airway epithelium: a simple methodological approach for ex vivo studies of primary ciliary dyskinesia	Three-dimensional explant spheroid formation is an ex vivo technique previously used in studies of airway epithelial ion and water transport. Explanted cells and sheets of nasal epithelium form fully differentiated spheroids enclosing a partly fluid-filled lumen with the ciliated apical surface facing the outside and accessible for analysis of ciliary function. We performed a two-group comparison study of ciliary beat pattern and ciliary beat frequency in spheroids derived from nasal airway epithelium in patients with primary ciliary dyskinesia (PCD) and in healthy controls. Nasal ciliary cells and sheets were removed on day 1 by nasal brush biopsy and analyzed with regard to ciliary beat pattern-and frequency using high-speed video imaging for standard reference values. Three-dimensional explant spheroid formation was initiated in the same individual on the same day by incubation of cells and sheets from a separate brush biopsy. Harvested spheroids were analyzed earliest possible and values of spheroid ciliary beat pattern and frequency were compared to the corresponding reference values from day 1. Spheroids formed fast in serum-free culture medium. Formation was successful in 15 out of 18 (82%) sampled individuals. Thus, formation was successful in seven healthy controls and eight PCD patients, while unsuccessful in 3 with PCD due to infection. Median (range) number of days in culture before harvesting of spheroids was 4 (1-5) in healthy versus 2 (1-5) in PCD. Spheroid ciliary beat pattern and frequency were unchanged compared to their corresponding day 1 standard reference values. Spheroid ciliary beat frequency discriminated highly significant between healthy controls (9.3 Hz) and PCD patients (2.4 Hz) (P < 0.0001). Survival of spheroids was 16 days in a single healthy person. Patient-specific three-dimensional explant spheroid formation from a minimal invasive nasal brush biopsy is a feasible, fast and valid ex vivo method to assess ciliary function with potential of aiding the diagnosis of PCD. In addition, it may be a useful model in the investigation of pathophysiological aspects and drug effects in human nasal airway epithelium.	Gold Standard	clinical characteristics or disease pathology	0
113	33764203	232356375	Evolution of Infantile Spasms to Lennox-Gastaut Syndrome: What Is There to Know?	Objective: Children with infantile spasms may develop Lennox-Gastaut syndrome. The diagnostic criteria for Lennox-Gastaut syndrome are vague, and many experts use varying combinations of the following criteria for diagnosis: paroxysmal fast activity on electroencephalography (EEG), slow spike and wave on EEG, developmental delay, multiple seizure types, and nocturnal tonic seizures. Our objective was to determine the prevalence of Lennox-Gastaut syndrome in a high-risk cohort of children with a history of infantile spasms and the characteristics of infantile spasms that were associated with the diagnosis of Lennox-Gastaut syndrome. Methods: Children with infantile spasms who were diagnosed and treated at Children’s Hospital Colorado between 2012 and 2018 were included. Lennox-Gastaut syndrome was defined as having 3 of 5 of the following characteristics: paroxysmal fast activity, slow spike and wave, current developmental delay, multiple seizure types, or tonic seizures. Descriptive statistics were performed using median and interquartile range. Univariable analysis was performed with Pearson chi-square, Fisher exact, or the Kruskal-Wallis test. Results: Ninety-seven children met inclusion criteria, and 36% (35/97) met criteria for Lennox-Gastaut syndrome. Developmental delay and history of seizures prior to the onset of infantile spasms were identified as risk factors for the development of Lennox-Gastaut syndrome (P = .003) as was poor response to first treatment for spasms (P = .004). Children with an unknown etiology of infantile spasms were less likely to develop Lennox-Gastaut syndrome (P = .019). Eighty percent (28/35) of the children who met Lennox-Gastaut syndrome criteria lacked a documented diagnosis. Conclusions: Thirty-six percent of children with infantile spasms met criteria for Lennox-Gastaut syndrome. Risk factors for development of Lennox-Gastaut syndrome were developmental delay and seizures prior to the onset of infantile spasms and poor response to first treatment for infantile spasms. Children with an unknown etiology of infantile spasms were less likely to develop Lennox-Gastaut syndrome. Eighty percent of the children who met our criteria were not given a documented diagnosis of Lennox-Gastaut syndrome, which highlights the fact that many children may not be receiving a diagnosis of Lennox-Gastaut syndrome. We recommend establishing clear guidelines for the diagnosis of Lennox-Gastaut syndrome to ensure that the diagnosis is being made accurately.	Gold Standard	clinical characteristics or disease pathology	0
114	27141651	45471266	RENDU-OSLER DISEASE: A RARE CAUSE OF AMMONIA ENCEPHALOPATHY	Hereditary Hemorrhagic Telangiectasia (HHT) also known as Rendu-Osler disease is a group of related disorders inherited in an autosomal dominant fashion and characterized by the development of arteriovenous malformations (AVM) in the skin, mucous membranes, and/or internal organs such as the brain, lungs, and liver. The prevalence of liver involvement is clinically estimated between 8 and 31 percent. It can be revealed by the following clinical signs : ascites, edema of the lower extremities, abdominal pain, dyspnea, and, rarely, hepatic encephalopathy and gastrointestinal bleeding associated with portal hypertension. This case illustrates the highlight of liver damage revealed by an ammonia encephalopathy associated with iconographic anomalies on ultrasonography and magnetic resonance liver as part of Rendu-Osler disease.	Gold Standard	clinical characteristics or disease pathology	0
115	8016804	30362463	Diffuse pulmonary fibrosis and the Hermansky-Pudlak syndrome: clinical course and postmortem findings	The Hermansky-Pudlak syndrome consists of albinism, platelet function defect, pigment laden macrophases and, on occasions, pulmonary fibrosis. The clinical course and postmortem findings of a patient with pulmonary fibrosis which mimicked cryptogenic fibrosing alveolitis are reported. Histological examination revealed a chronic inflammatory infiltrate of pigment laden microphages.	Labeled	clinical characteristics or disease pathology	0
116	10841946	7575291	Trafficking of major histocompatibility complex class II molecules in human B-lymphoblasts deficient in the AP-3 adaptor complex	The major histocompatibility complex class II subunits (MHC-II) alpha and beta assemble with the invariant chain (Ii) in the endoplasmic reticulum and are transported to endosomal-lysosomal organelles known as MHC class II compartments (MIICs). Although it has been shown that two dileucine-based signals in the cytosolic tail of Ii, as well as a dileucine-based signal in the tail of the beta chain mediate sorting to MIICs, the molecular mechanisms by which alphabetaIi complexes are sorted have yet to be resolved fully. The AP-3 adaptor complex stands out as a particularly good candidate for mediating this targeting because: (i) it has a proven role in the trafficking of membrane proteins to lysosome-related organelles; and (ii) it has the ability to interact with dileucine-based signals in vitro. To investigate the potential role of AP-3 in transport of MHC-II to MIICs, we have examined MHC-II trafficking in human B-lymphoblast lines from patients with Hermansky-Pudlak syndrome type 2 (HPS-2), which are deficient in the AP-3 complex. Pulse-chase analyses revealed no significant alteration in the kinetics of synthesis and degradation of either MHC-II subunits or Ii. Moreover, we observed neither impairment of the formation of compact SDS-resistant alphabeta dimers, nor delay in the appearance of a conformational epitope indicative of a mature, Ii-free alphabeta dimer. Finally, we demonstrated that in HPS-2 patients' cells, there was no delay in the expression of the alphabeta dimers on the cell surface. Thus, AP-3 does not seem to be essential for normal trafficking of MHC-II. These findings have important implications for HPS-2 patients, because they suggest that the recurrent bacterial infections suffered by these patients are not likely due to impaired antigen processing and presentation by MHC-II.	Labeled	disease mechanism	2
117	17111736	42866145	Kartagener syndrome: an unusual cause of respiratory distress in the newborn	Kartagener Syndrome (KS) a rare genetic disorder belongs to a group of disorders referred to as primary ciliary dyskinesia (PCD) where the cilia covering the respiratory epithelium is either immotile or beat in an uncoordinated fashion. It is characterized by a triad of dextrocardia (with or without situs inversus), chronic sinusitis and bronchiectasis as a result of poor mucociliary clearance of mucus and bacteria. This may lead to respiratory distress in the newborn period. This is a case report of a 14-day old male who presented with respiratory distress (which was noticed soon afterbirth) and features suggestive of KS. KS should be suspected in neonates presenting with respiratory distress, pneumonia and no risk factors for infection.	Labeled	clinical characteristics or disease pathology	0
118	33708692	229717216	Ruptured Mycotic Cerebral Aneurysm Secondary to Disseminated Nocardiosis	We report a case of a ruptured mycotic cerebral aneurysm caused by Nocardia infection. A 22-year-old immunocompromised woman with adult-onset Still's disease developed a subarachnoid hemorrhage (SAH). Digital subtraction angiography revealed a small aneurysm at the M2-3 bifurcation of the right middle cerebral artery. Cardiac ultrasonography showed vegetation at the posterior cardiac wall, suspecting infective endocarditis (IE). Gram-positive filamentous bacteria were observed in the necrotic tissue surrounding the aneurysm obtained during trapping surgery. Long-term blood culture showed that the cause of her cerebral mycotic aneurysm was nocardiosis. A mycotic ruptured cerebral aneurysm is an important cause of SAH in immunocompromised patients. Early diagnosis of IE, detection of gram-positive rods by Gram staining, and long-term culture to identify the bacteria is crucial in diagnosing nocardiosis.	Labeled	clinical characteristics or disease pathology	0
119	24525918	31510265	Appreciating the broad clinical features of SMAD4 mutation carriers: a multicenter chart review	Heterozygous loss-of-function SMAD4 mutations are associated with juvenile polyposis syndrome and hereditary hemorrhagic telangiectasia. Some carriers exhibit symptoms of both conditions, leading to juvenile polyposis-hereditary hemorrhagic telangiectasia syndrome. Three families have been reported with connective tissue abnormalities. To better understand the spectrum and extent of clinical findings in SMAD4 carriers, medical records of 34 patients (20 families) from five clinical practices were reviewed. Twenty-one percent of the patients (7/34) had features suggesting a connective tissue defect: enlarged aortic root (n = 3), aortic and mitral insufficiency (n = 2), aortic dissection (n = 1), retinal detachment (n = 1), brain aneurysms (n = 1), and lax skin and joints (n = 1). Juvenile polyposis-specific findings were almost uniformly present but variable. Ninety-seven percent of the patients had colon polyps that were generally pan-colonic and of variable histology and number. Forty-eight percent of the patients (15/31) had extensive gastric polyposis. Hereditary hemorrhagic telangiectasia features, including epistaxis (19/31, 61%), mucocutaneous telangiectases (15/31, 48%), liver arteriovenous malformation (6/16, 38%), brain arteriovenous malformation (1/26, 4%), pulmonary arteriovenous malformation (9/17, 53%), and intrapulmonary shunting (14/23, 61%), were documented in 76% of the patients. SMAD4 carriers should be managed for juvenile polyposis and hereditary hemorrhagic telangiectasia because symptoms of both conditions are likely yet unpredictable. Connective tissue abnormalities are an emerging component of juvenile polyposis-hereditary hemorrhagic telangiectasia syndrome, and larger studies are needed to understand these manifestations.	Labeled	disease mechanism	2
120	24939148	19854317	Malignant pleuropulmonary epithelioid hemangioendothelioma - unusual presentation of an aggressive angiogenic neoplasm	Epithelioid hemangioendothelioma (EHE) of the lung and pleura are rare tumors. Primary pleural EHE are associated with aggressive behavior and poor clinical outcome. Recent advances in EHE include the development of immunohistochemical markers of vascular differentiation, namely Fli-1, and the identification of a specific chromosomal translocation (t(1;3)(p36;q25)). We present a 19 year old male patient with a rapidly progressive malignant neoplasm that presented as a multinodular lung parenchymal process, with associated pleural effusion and thickening. Pathologic examination revealed a pleuropulmonary neoplasm with cytologic features including round to oval epithelioid cells with frequent cytoplasmic vacuoles. Immunohistochemistry confirmed vascular differentiation of tumor cells (CD34, CD31 and Fli-1 positive). While the cytologic features were suggestive of EHE, the aggressive nature of the neoplasm, with disseminated pleuropulmonary involvement, raised the question of whether the neoplasm should be classified as EHE or epithelioid angiosarcoma. Here, we review the clinicopathologic characteristics of pleuropulmonary EHE and the overlap between malignant EHE and angiosarcoma.	Labeled	clinical characteristics or disease pathology	0
121	1664950	3878665	Characterization of neurotensin(6-13) from an hepatic fibrolamellar carcinoma	Neurotensin(6-13) has been isolated and sequenced as the major form of neurotensin-like immunoreactivity (NTLI) in a human hepatic fibrolamellar carcinoma. Circulating NTLI in the patient, especially C-terminal, was very high. In additional studies, NT(6-13) was synthesized and compared with the purified tumor NTLI by HPLC analysis and by testing stability in plasma in vitro. These methods confirmed that the tumor NTLI was identical to NT(6-13). Since the metabolic clearance rate of synthetic NT(6-13) in sheep was 30-fold higher than NT(1-13), it suggests that the elevated plasma levels are the result of impaired clearance and/or markedly elevated production.	Labeled	disease mechanism	2
122	22281384	25134681	Post-section recruitment of epileptiform discharges in electrocorticography during callosotomy in 48 patients with Lennox-Gastaut syndrome	We aimed to clarify the relationships between post-sectional recruitment of epileptiform discharges (PRED) seen in electrocorticograms (ECoG) during callosotomy in patients with Lennox-Gastaut syndrome (LGS) and postoperative seizure outcome. We retrospectively analyzed ECoG obtained during subtotal callosotomy (6 cm) in 48 patients with LGS (32 males, 16 females; age range, 1-20 years; mean age, 7.6 years) from July 1993 to November 1996 and compared recorded findings with postoperative seizure outcome. At analysis, all patients had been followed postoperatively for more than 10 years. Of 48 patients, 15 (31.3%) had PRED in their post-section ECoG. Of these patients, 11 (73%) achieved significant (at least 50%) overall seizure reduction postoperatively. The phenomenon of PRED in callosotomy did not predict a better postoperative seizure outcome (p>0.05). We concluded that post-sectional ECoG recruitment of electrical discharges during callosotomy did not predict postoperative prognosis. However, this finding should be supported and elucidated by further studies. The heterogenous ECoG findings during callosotomy in our series might suggest a complicated role of the corpus callosum in the epileptogenesis of Lennox-Gastaut syndrome.	Gold Standard	therapeutics in the clinic	3
123	25172615	21416576	How to identify pediatric cerebral and pulmonary arteriovenous malformation earlier: non-hereditary hemorrhagic telangiectasia case	Cerebral and pulmonary arteriovenous malformations (AVMs) are well known respectively by doctors. However, there are few cases that a single patient suffers both cerebral AVM and pulmonary AVM. Hereditary hemorrhagic telangiectasia (HHT) is universally accepted as an autosomal dominant inherited disease, which represents telangiectasia is frequently multiple AVMs in internal organs. Very few non-HHT cases were diagnosed as cerebral and pulmonary arteriovenous malformations. We report one case with cerebral and pulmonary AVMs diagnosed as non-HHT to share our experience. This report aims to find the way of identifying non-HHT case with cerebral and pulmonary AVMs in early periods. To our knowledge, the primary goals in the treatment are early identification and intervention to prevent bleeding secondary to child cerebral hematoma. For these cases, systemic examination is necessary. If one child suffered cerebral hematoma and also suffers polypnea cyanosis and respiratory distress simultaneously, which indicates signs of oxygen deprivation, a pulmonary CT and brain CT should be performed without delay except for all efforts to diagnose cerebral AVM. All cases in childhood suffered cerebral hematoma and other systemic disorder, more detailed examination was necessary. Most cases were diagnosed as multiple AVMs. A cerebral digital subtraction angiography (DSA) and bronchoscope are necessary to reveal AVMs in the brain and lung.	Gold Standard	clinical characteristics or disease pathology	0
124	15929019	22228177	Pulmonary hypertension in hereditary haemorrhagic teleangiectasia (Rendu-Osler-Weber disease)	Progression over 10 years. 10 years ago a now 49-year-old woman with Render-Osler-Weber disease showed unspecific symptoms of nausea, and general unwellness. Pulmonary manifestation of the disease was accompanied by pulmonary hypertension. Teleangiectasia of the tongue and pharynx as well as of the mucosa of mouth and nose were observed. Fixed-splitting of the second heart sound with accentuated pulmonary component and a 2/6 systolic murmur over the tricuspid valve were heard. In addition, a murmur was heard dorsal over the right lung's lower lobe. Apart from minor oedema of both ankles, the physical status was not remarkable. Echocardiography showed dilatation of the right ventricle and a minor regurgitation of the tricuspid valve. The computed tomography showed dilatation of the pulmonary arteries as well as an arteriovenous malformation in the right lower lobe. Right-heart catheterisation revealed elevated pulmonary pressure. THERAPY AND FOLLOW-UP: Initial treatment with a calcium channel blocker proved insufficient and was changed to inhalative, and later to oral prostanoids. Under this treatment the cardiopulmonary state was stabilised, but episodes of epistaxis were increased. Two years after readjustment of the medication to a dual endothelin receptor antagonist, the cardiopulmonary state remains stable without significant haemorrhagic complications. Prostanoid treatment in patients with Render-Osler-Weber disease and additional pulmonary hypertension can lead to an increased risk of haemorrhagic complications. Treatment with newer medications, such as endothelin receptor antagonists, seems indicated as successfully illustrated in our case.	Labeled	clinical characteristics or disease pathology	0
