	doc_id	corpus_id	title	abstract	venue	n_citations	log_citations
98	168463589	168463589	Radio Frequency Identification Usage in Food Traceability	Abstract Challenges and opportunities of Radio Frequency Identification (RFID) adoption for food traceability are treated and evaluated considering, in food supply chains, the different areas (production process, logistics, and distribution) and applications (process, warehouse and retail management, cold chain monitoring, logistic, intelligent packaging, and anticounterfeit) The options offered by RFID systems at different frequencies are presented, compared, and discussed, considering the difficulties and constraints which limit the large scale adoption in the food sector. Aspects which should be carefully evaluated when designing traceability frameworks considering traceable unit size, reading system configuration in static and dynamic conditions, orientation, tag size, and tag to tag collision problem are covered. Examples of RFID implementations in a particular food supply chain, such as meat, cheese, fish, food and vegetables, and plants are reported.		5	1.6089999675750732
99	41249956	41249956	Consensus and complementarity based maximum entropy discrimination for multi view classification	Maximum entropy discrimination (MED) is a general framework for discriminative estimation based on the maximum entropy and large margin principles, but it just uses only one view of the data not all the views of the data. Although Multi view maximum entropy discrimination considered the multi view information of the data, it just respects the consensus principle. There are two common principles named consensus and complementarity in multi view learning. We aim to take the full advantage of the multi view information of the data for classification, and respect the two common principles consensus and complementarity simultaneously. In this paper, we propose a new method called consensus and complementarity based MED (MED 2C) for multi view classification, which well utilizes the two principles consensus and complementarity for multi view learning (MVL) We first transform data from two views into a common subspace and make the transformed data in the new subspace identical to respect the consensus principle. Then we augment the transformed data with their original features to take into account the complementarity principle. Built on the augmented features and meanwhile by relaxing the consensus principle, the objective function of MED 2C is naturally formed whose inner optimization recovers the traditional MED framework. We provide an instantiation of the MED 2C method and derive the corresponding solution. Experimental results on synthetic data and real world data show the effectiveness of the proposed MED 2C. It not only performs better than three single view classification methods but also generally outperforms three multi view classification methods canonical correlation analysis (CCA) ensemble MED (EMED) and the multi view variant SVM 2K of the classical support vector machine (SVM) algorithm. In addition, MED 2C performs better than or as well as state of the art MVMED on all the data sets.	Inf. Sci.	55	4.006999969482422
100	140942969	140942969	Simulation of the vortex tube: design of a hexagonal mesh for computational experiments in OpenFOAM			3	1.0989999771118164
101	206593732	206593732	DCAN: Deep Contour Aware Networks for Accurate Gland Segmentation	The morphology of glands has been used routinely by pathologists to assess the malignancy degree of adenocarcinomas. Accurate segmentation of glands from histology images is a crucial step to obtain reliable morphological statistics for quantitative diagnosis. In this paper, we proposed an efficient deep contour aware network (DCAN) to solve this challenging problem under a unified multi task learning framework. In the proposed network, multi level contextual features from the hierarchical architecture are explored with auxiliary supervision for accurate gland segmentation. When incorporated with multi task regularization during the training, the discriminative capability of intermediate features can be further improved. Moreover, our network can not only output accurate probability maps of glands, but also depict clear contours simultaneously for separating clustered objects, which further boosts the gland segmentation performance. This unified framework can be efficient when applied to large scale histopathological data without resorting to additional steps to generate contours based on low level cues for post separating. Our method won the 2015 MICCAI Gland Segmentation Challenge out of 13 competitive teams, surpassing all the other methods by a significant margin.	2016 IEEE Conference on Computer Vision and Pattern Recognition (CVPR)	358	5.88100004196167
102	45784846	45784846	Radiation sterilization of tissue allografts: A review.	Tissue substitutes are required in a number of clinical conditions for treatment of injured and diseased tissues. Tissues like bone, skin, amniotic membrane and soft tissues obtained from human donor can be used for repair or reconstruction of the injured part of the body. Allograft tissues from human donor provide an excellent alternative to autografts. However, major concern with the use of allografts is the risk of infectious disease transmission. Therefore, tissue allografts should be sterilized to make them safe for clinical use. Gamma radiation has several advantages and is the most suitable method for sterilization of biological tissues. This review summarizes the use of gamma irradiation technology as an effective method for sterilization of biological tissues and ensuring safety of tissue allografts.	World journal of radiology	75	4.316999912261963
103	20254344	20254344	Effects of Case Studies and Simulated Patients on Students' Nursing Care Plan.	PURPOSE The aim of this study is to determine the effects of using case studies and simulated patients in teaching students to plan their nursing care. METHODS The study sample consisted of 70 second year nursing students. Study data were collected using a questionnaire and by evaluating students' nursing care plans. RESULTS The highest percentages of diagnoses identified were altered oral mucous membrane, ineffective breathing pattern, disturbed sleep pattern: less than body requirement, impaired tissue integrity, pain, and risk for infection. CONCLUSIONS The use of simulated patients in nursing education appears to help students evaluate realistic medical cases and clinical problems, and plan their nursing care.	International journal of nursing knowledge	15	2.7079999446868896
104	46547197	46547197	Behavioural intention in cloud based VLE: An extension to Channel Expansion Theory	Abstract Cloud computing has been a phenomenon nowadays. The ability to access, store/retrieve and share information anytime, anywhere on the cloud has contributed to the birth of the cloud based virtual learning environment (c VLE) Though there are studies conducted on the grid based VLEs, however due to the significant differences between the two computing technologies; the findings from prior studies may not be germane in the c VLE context. Unlike the previous studies which studied TAM, UTAUT and their extensions from the perspective of undergraduates and university instructors, this study examined the role of Channel Expansion Theory (CET) VLE related attributes (i.e. interactivity, content design, trust in website) school support and knowledge sharing attitude from the perspective of school teachers. Educational level and teaching experience were introduced as the control variables. Data were gathered in two waves of nation wide surveys with random sampling. The findings revealed significant effects of CET, all VLE related attributes (except content design) school support and attitude towards knowledge sharing on behavioural intention (BI) BI was found to have direct effect on instructional effectiveness (IE) The model explained 68.9% 62.5% and 28.9% variances in CET, BI and IE. The study provides theoretical and practical implications to the scholars and practitioners.	Comput. Hum. Behav.	38	3.638000011444092
105	2597802	2597802	Rethinking the sustainability of Israel's irrigation practices in the Drylands.	Broad utilization of drip irrigation technologies in Israel has contributed to the 1600 percent increase in the value of produce grown by local farmers over the past sixty five years. The recycling of 86% of Israeli sewage now provides 50% of the country's irrigation water and is the second, idiosyncratic component in Israel's strategy to overcome water scarcity and maintain agriculture in a dryland region. The sustainability of these two practices is evaluated in light of decades of experience and ongoing research by the local scientific community. The review confirms the dramatic advantages of drip irrigation over time, relative to flood, furrow and sprinkler irrigation and its significance as a central component in agricultural production, especially under arid conditions. In contrast, empirical findings increasingly report damage to soil and to crops from salinization caused by irrigation with effluents. To be environmentally and agriculturally sustainable over time, wastewater reuse programs must ensure extremely high quality treated effluents and ultimately seek the desalinization of recycled sewage.	Water research	80	4.381999969482422
106	90222093	90222093	Effects of different levels of essential oil mixed (peppermint thyme anise oil) supplementation in the drinking water on the growth performance, carcass traits and histologic structure of terminal ileum in quails.	This study was conducted in order to define the effects of oregofarm (peppermint, thyme and anise oil) supplementation in the drinking water on the growth performance, carcass quality and histologic structure of terminal ileum in quails. A total of 348 Japanese quail chicks (Coturnix coturnix japonica) of both sexes were included in this study. They were divided into one control group and two experimental groups and each of them contained 116 Japanese quail chicks. Each group was further divided into four subgroups with 29 Japanese quail chicks. This study was finalized in six weeks. All groups were fed with basal diets and received fresh water during the experiment. The control group received non supplemented water. The group 1 and 2 received 1.0 ml/5 L and 1.5 ml/5 L oil mixture, respectively. All experimental groups were fed with water and ad libitum. As a result of the study, there were statistically significant differences between the feed consumption and efficiency (P<0.001) in the end of the three weeks. Similarly, there were also statistically significant differences between same parameters (P<0.01; 0.05) five weeks later. The body weights of quails were not significantly different from each other (P>0.05) At the end of the study, there were statistically differences in the warm and cold carcass parameters (P<0.05) Adding essential oil mixed were not affected on histological structure of terminal ileum (P>0.05) Conclusively, the supplementation of oregofarm (peppermint thyme and anise oil) has no additional effect on quail performance.		4	1.3860000371932983
107	24114125	24114125	Expansion of arbitrary electromagnetic fields in terms of vector spherical wave functions.	Since 1908, when Mie reported analytical expressions for the fields scattered by a spherical particle upon incidence of plane waves, generalizing his analysis for the case of an arbitrary incident wave has been an open question because of the cancellation of the prefactor radial spherical Bessel function. This cancellation was obtained before by our own group for a highly focused beam centered in the objective. In this work, however, we show for the first time how these terms can be canceled out for any arbitrary incident field that satisfies Maxwells equations, and obtain analytical expressions for the beam shape coefficients. We show several examples on how to use our method to obtain analytical beam shape coefficients for: Bessel beams, general hollow waveguide modes and specific geometries such as cylindrical and rectangular. Our method uses the vector potential, which shows the interesting characteristic of being gauge invariant. These results are highly relevant for speeding up numerical calculation of light scattering applications such as the radiation forces acting on spherical particles placed in an arbitrary electromagnetic field, as in an optical tweezers system.	Optics express	19	2.944000005722046
108	2621077	2621077	Simulated Quantum Annealing Can Be Exponentially Faster Than Classical Simulated Annealing	"Can quantum computers solve optimization problems much more quickly than classical computers? One major piece of evidence for this proposition has been the fact that Quantum Annealing (QA) finds the minimum of some cost functions exponentially more quickly than classical Simulated Annealing (SA) One such cost function is the simple ""Hamming weight with a spike"" function in which the input is an n bit string and the objective function is simply the Hamming weight, plus a tall thin barrier centered around Hamming weight n/4. While the global minimum of this cost function can be found by inspection, it is also a plausible toy model of the sort of local minima that arise in realworld optimization problems. It was shown by Farhi, Goldstone and Gutmann [1] that for this example SA takes exponential time and QA takes polynomial time, and the same result was generalized by Reichardt [2] to include barriers with width nz and height na for z a 1/2. This advantage could be explained in terms of quantummechanical ""tunneling."" Our work considers a classical algorithm known as Simulated Quantum Annealing (SQA) which relates certain quantum systems to classical Markov chains. By proving that these chains mix rapidly, we show that SQA runs in polynomial time on the Hamming weight with spike problem in much of the parameter regime where QA achieves an exponential advantage over SA. While our analysis only covers this toy model, it can be seen as evidence against the prospect of exponential quantum speedup using tunneling. Our technical contributions include extending the canonical path method for analyzing Markov chains to cover the case when not all vertices can be connected by low congestion paths. We also develop methods for taking advantage of warm starts and for relating the quantum state in QA to the probability distribution in SQA. These techniques may be of use in future studies of SQA or of rapidly mixing Markov chains in general."	2016 IEEE 57th Annual Symposium on Foundations of Computer Science (FOCS)	63	4.14300012588501
109	98109364	98109364	Enhancement of barrier and corrosion protection performance of an epoxy coating through wet transfer of amino functionalized graphene oxide	Abstract An amino functionalized graphene oxide (FGO) was synthesized and characterized by Fourier transform infrared spectroscopy (FTIR) and X Ray diffraction analysis (XRD) Then, FGO/epoxy composite was prepared through dispersing 0.1 wt. of FGO in an epoxy coating through wet transfer method (WTM) The GO/epoxy and FGO/epoxy composites were applied on the mild steel substrates and their barrier and corrosion protection performance were characterized by salt spray test and electrochemical impedance spectroscopy (EIS) Incorporation of 0.1 wt. of FGO nanosheets into the epoxy coating significantly enhanced the corrosion resistance of the coating through improving its ionic resistance as well as barrier properties.		432	6.067999839782715
110	152259193	152259193	Co Constructing Performance Indicators in Home and Community Care: Assessing the Role of Nongovernmental Organizations in Three Canadian Provinces	"INTRODUCTIONCanada is not alone in its interests in performance measures. Many countries, including the UK, Australia, and the USA, and international organizations, such as the World Health Organization (WHO) and the Organisation for Economic Co operation and Development (OECD) have developed performance tools with the goals to enhance effectiveness, equity, efficiency, and quality as well as to meet the public's demand for increased transparency and accountability from their public institutions (Aboriginal Health Medical Research Council of New South Wales, 2013; Arah, Klazinga, Delnoij, Ten Asbroek, Custers, 2003; McLoughlin, Leatherman, Fletcher, Owen, 2001; McPake Mills, 2000; Pal, 2000) As Paul Thomas (2006) aptly expressed, performance measurements achieved popularity in large part to address serious ""democratic deficits,"" (p. 6) a decline in legitimacy and public confidence in political institutions along with other financial, social, and performance deficits.This article examines the extent to which public servants interact with non governmental organizations (NGOs) to co construct performance indicators in the home and community care sector. Based on 32 extensive qualitative interviews with NGO representatives and public servants in three Canadian provinces (British Columbia, Saskatchewan, and Ontario) with distinctive home and community care systems, the study uncovers the experiences of NGO government interactions. Specifically, it seeks to understand the role of NGOs in determining performance indicators by asking why performance indicators matter, what hand NGOs have in shaping them, under what contexts, and to what effect? Determining the appropriate indicators for the home and community care sector can play an important role in influencing the future direction of provincial healthcare systems, especially as the Canadian population ages. Varying funding and delivery models of home and community care across provinces put NGOs in different roles in the delivery of home and community supports, setting different contexts for NGO public servant interactions across the three provinces. This article takes these different contexts into account in assessing how, and to what extent, NGOs influence the nature of performance indicators.The literature offers a number of common definitions of performance indicators. According to Jan Mainz (2003) indicators are:measures that assess a particular health care process or outcome; quantitative measures that can be used to monitor and evaluate the quality of important governance, management, clinical, and support functions that affect patient outcomes, and measurement tools, screens or flags that are used as guides to monitor, evaluate, and improve the quality of patient care, clinical support services, and organisational function that affect patient outcomes. (p. 524)Les Pal (2014) offers a more succinct definition: performance indicators refer generally to ""some measure of how well a service or activity is doing, either through financial or output measures or client satisfaction"" (p. 174).Researchers have long posed questions around the validity, reliability, impact, and scope of performance indicators in health. For example, there are ongoing debates regarding what can be measured, depending on how narrowly or broadly we define healthcare and our responsibility for it: how performance is conceptualized and measured (Arah et al. 2003) whether the emphasis is on ""process"" or ""outcomes"" (Mant, 2001; Steele Gray, Berta, Deber, Lum, 2014a, 2014b) whether ""quality"" takes on a multidimensional nature, hence, requiring multiple measurement dimensions (Aboriginal Health Medical Research Council of New South Wales, 2013) whether client preferences are part of the cost equation (Donabedian, 1988) how performance data are used; which stakeholder viewpoints should hold sway since different stakeholder have different views as to what processes or outcomes should be measured and how (Arah et al."		1	0.0
111	16791707	16791707	The mixed Lipschitz space and its dual for tree metrics	Abstract This paper develops a theory of harmonic analysis on spaces with tree metrics, extending previous work in this direction by Gavish, Nadler and Coifman (2010) [30] and Gavish and Coifman (2011, 2012) [28] [29] We show how a natural system of martingales and martingale differences induced by a partition tree leads to simple and effective characterizations of the Lipschitz norm and its dual for functions on a single tree metric space. The restrictions we place on the tree metrics are far more general than those considered in previous work. As the dual norm is equal to the Earth Mover's Distance (EMD) between two probability distributions, we recover a simple formula for EMD with respect to tree distances presented by Charikar (2002) [36] We also consider the situation where an arbitrary metric is approximated by the average of a family of dominating tree metrics. We show that the Lipschitz norm and its dual for the tree metrics can be combined to yield an approximation to the corresponding norms for the underlying metric. The main contributions of this paper, however, are the generalizations of the aforementioned results to the setting of the product of two or more tree metric spaces. For functions on a product space, the notion of regularity we consider is not the Lipschitz condition, but rather the mixed Lipschitz condition that controls the size of a function's mixed difference quotient. This condition is extremely natural for datasets that can be described as a product of metric spaces, such as word document databases. We develop effective formulas for norms equivalent to the mixed Lipschitz norm and its dual, and extend our results on combining pairs of trees.		4	1.3860000371932983
112	111376629	111376629	On Using Pareto Optimality to Tune a Linear Model Predictive Controller for Wind Turbines	Optimal operation of wind turbines is important in order to minimize cost of energy, which is one of the major focus areas of the wind industry. Model predictive control (MPC) is a candidate for a control solution which effectively balances the different and potentially conflicting objectives, e.g. generated power and structural loads. This article presents a method on how to tune multi objective MPC problems using Pareto curves. The approach is applied to a realistic wind turbine MPC problem, in which a joint power and tower fore aft fatigue load optimization is performed. The controller is evaluated on a high fidelity model using a Vestas wind turbine simulator. In addition to the multiple control objectives, a number of constraints are considered as well. The evaluation shows a good potential of using model predictive control for this problem compared with an industrial baseline controller as, it approximately obtains the same mean generated power, while lowering the tower fore aft fatigue loads. The computed Pareto curves of the trade off between tower fore aft fatigue load and mean generated power for a number of different weight matrices, demonstrate a potential tool for tuning MPC solutions for a wind turbine.		43	3.760999917984009
113	7218494	7218494	A Computing Perspective on Smart City	DEVELOPING smart city is the key to the next generation urbanization process for improving the efficiency, reliability, and security of a traditional city. The concept of smart city includes various aspects such as environmental sustainability, social sustainability, regional competitiveness, natural resources management, cybersecurity, and quality of life improvement. With the massive deployment of networked smart devices/sensors, an unprecedentedly large amount of sensory data can be collected and processed by advanced computing paradigms, which are the enabling techniques for smart city. For example, given historical environmental, population, and economic information, salient modeling and analytics are needed to simulate the impact of potential city planning strategies, which will be critical for intelligent decision making. Analytics are also indispensable for discovering the underlying structure from retrieved data in order to design the optimal policies for real time automatic control in the cyberphysical smart city system. Furthermore, uncertainties and security concerns in the data collected from heterogeneous resources aggravate the problem, which makes smart city planning, operation, monitoring, and control highly challenging. Green, sustainable, and secure computing in smart cities has recently become a very active area of research in academia and has attracted significant industry interest. Since the computing issues for smart cities are highly interdisciplinary and cover various topics, a special section of Smart City Computing in the IEEE Transactions on Computers becomes an ideal forum for presenting and discussing the latest research results. The goal of this special section is to present the outstanding research results dedicated to the topics of green, sustainable, and secure computing for smart cities. We have received 40 manuscript submissions in total and six papers have finally been accepted after several rounds of very constructive and deep reviews. The smart city brings convenience to users through providing personalized yet efficient services. However, it also introduces privacy and security issues. Two different methods are used to counteract these issues. The active method is to prevent the overcollection of private data (Dai et al. while the passive method is to make private data more secure via certain encryption algorithms (Zhang et al. Dai et al. study the current state of data overcollection and look at some of the most frequent cases of overcollected data. They present a mobile cloud framework, which is an active approach to eradicate data overcollection. Through putting all users' data into a cloud, the security of the data can be greatly improved. Zhang et al. use the BGV encryption scheme to encrypt the private data and employ cloud servers to perform the high order back propagation algorithm on the encrypted data efficiently for deep computation model training. Furthermore, their proposed scheme approximates the sigmoid function as a polynomial function to support the secure computation of the activation function with the BGV encryption. Data infrastructures play an important role in smart city computing. Two interesting topics are included in this special section, which are wireless sensor network for data collection (Santos et al. and spatial temporal database for data storage (Ding et al. respectively. Santos et al. propose a decentralized algorithm for detecting damage in structures using a WSAN. As key characteristics, beyond presenting a fully decentralized (in network) and collaborative approach for detecting damage in structures, the algorithm makes use of cooperative information fusion for calculating a damage coefficient, which represents frequency and amplitude shifts simultaneously. Ding et al. propose the Parallel Distributed Network constrained Moving Objects Database (PD NMOD) a general framework that manages big trajectory data in a scalable manner. The PD NMOD provides an infrastructure that is able to support a wide variety of smart transportation applications, thus benefiting the smart city vision as a whole. Furthermore, two interesting applications are selected to instantiate the effect of smart city computing, which includes smart grid (Wei et al. and smart railway transportation (Huang et al. Concerning the application domain of the smart grid, Huang et al. propose a comprehensive framework to integrate the operations of smart buildings into the energy scheduling of bulk power systems through proactive building demand participation. This new scheme enables buildings to proactively express and communicate their energy consumption preferences to smart grid operators rather than passively receive and react to market signals and instructions such as time varying electricity prices. For smart railway transportation, Huang et al. propose an energy efficient train control framework through integrating both offline and onboard optimization techniques. The offline processing builds a decision tree based sketchy solution through a complete flow of sequence mining, optimization, and machine learning. The onboard system feeds the train parameters into the decision tree to derive an optimized control sequence. For this special section of the IEEE Transactions on Computers we have selected the above very interesting papers to represent some important advances in smart city computing. As a conclusion, it should be noted that the research L. Wang (corresponding author) is with the School of Computer Science, China University of Geosciences, Wuhan, P.R. China. E mail: Lizhe.Wang@computer.org. S. Hu is with the Michigan Technological University. G. Betis is with the EIT ICT Labs, France. R. Ranjan is with the University of Newcastle, United Kingdom.		7	1.9459999799728394
114	151901185	151901185	Making the connection between child abuse and cancer: Definitional, methodological, and theoretical issues	Research has begun to explore the relationship between cancer and child abuse. Thus far, work has shown that child abuse is associated with higher odds of cancer in adulthood. Unfortunately, the current research is plagued by three interrelated issues: (1) there is no agreement as to what actions constitute abuse and how abuse types (i.e. physical, sexual, and emotional abuse) are distinct or interrelated; (2) analytic strategies limit the types of conclusions that can be drawn because of how they treat or measure abuse and related concepts; and (3) few theories exist to explain the connection between abuse and cancer. Each of these issues and their implications is described. Then an integrated theoretical framework that attempts to address current shortcomings is proposed. Going forward, abuse research should carefully consider the measures and mechanisms linking abuse to disease in order to test meaningful hypotheses and advance our theoretical understanding of these connections.		6	1.7920000553131104
115	19803112	19803112	Association between targeted somatic mutation (TSM) signatures and HGS OvCa progression	"Evidence already exists that the activation induced cytidine deaminase (AID/APOBEC) and the adenosine deaminase (ADAR) families of enzymes are implicated as powerful mutagens in oncogenic processes in many somatic tissues. Each deaminase is identified by the DNA or RNA nucleotide sequence ""motif"" surrounding the nucleotide targeted for deamination. The primary objective of this study is to develop an in silico approach to identify nucleotide sequence changes of the target motifs of key deaminases during oncogenesis. If successful, a secondary objective is to investigate if such changes are associated with disease progression indicators that include disease stage and progression free survival time. Using a discovery cohort of 194 high grade serous ovarian adenocarcinoma (HGS OvCa) exomes, the results confirm the ability of the novel in silico approach used to identify changes in the preferred target motifs for AID, APOBEC3G, APOBEC3B, and ADAR1 during oncogenesis. Using this approach, a set of new cancer progression associated signatures (C PASs) were identified. Furthermore, it was found that the C PAS identified can be used to differentiate between the cohort of patients that remained progression free for longer than 60 months, from those in which disease progressed within 60 months (sensitivity 95% specificity 90% The spectrum of outcomes observed here could provide a foundation for future clinical assessment of susceptibility variants in ovarian, and several other cancers as disease progresses. The ability of the in silico methodology used to identify changes in deaminase motifs during oncogenesis also suggests new links between immune system function and tumorigenesis."	Cancer medicine	24	3.177999973297119
116	183516	183516	Efficient and Stable White LEDs with Silica Coated Inorganic Perovskite Quantum Dots.	A white light emitting diode (0.33, 0.33) is fabricated using perovskite quantum dot/silica composites. It is shown to have greatly improved stability.	Advanced materials	490	6.193999767303467
117	614094	614094	NUR77 exerts a protective effect against inflammatory bowel disease by negatively regulating the TRAF6/TLR IL 1R signalling axis	Nur77, an immediate early response gene, participates in a wide range of biological functions. Its human homologue, NUR77, is known by several names and has the HGNC approved gene symbol NR4A1. However, the role of Nur77 in inflammatory bowel disease (IBD) and its underlying mechanisms remain elusive. Here, using public data from the International Inflammatory Bowel Disease Genetics Consortium (IIBDGC) on the most recent genome wide association studies (GWAS) for ulcerative colitis (UC) and Crohn's disease (CD) we found that genetic variants of the NUR77 gene are associated with increased risk for both UC and CD. Accordingly, Nur77 expression was significantly reduced in colon tissues from patients with UC or CD and mice treated with DSS. Nur77 deficiency increased the susceptibility of mice to DSS induced experimental colitis and prevented intestinal recovery, whereas treatment with cytosporone B (Csn B) an agonist for Nur77, significantly attenuated excessive inflammatory response in the DSS induced colitis mouse model. Mechanistically, NUR77 acts as a negative regulator of TLR IL 1R signalling by interacting with TRAF6. This interaction prevented auto ubiquitination and oligomerization of TRAF6 and subsequently inhibited NF kB activation and pro inflammatory cytokine production. Taken together, our GWAS based analysis and in vitro and in vivo studies have demonstrated that Nur77 is an important regulator of TRAF6/TLR IL 1R initiated inflammatory signalling, and loss of Nur77 may contribute to the development of IBD, suggesting Nur77 as a potential target for the prevention and treatment of IBD. Copyright (c) 2015 Pathological Society of Great Britain and Ireland. Published by John Wiley Sons, Ltd.	The Journal of pathology	44	3.7839999198913574
118	156303501	156303501	Trademarks and Patents	"The development and application of science and technology need an enabling regulatory environment that protects intellectual property rights (IPR) to encourage research and inventions. Patents and trademarks are examples of approaches to protecting inventions. Sub Saharan African countries operate under both international, regional, and domestic IPR regimes. For example, the International Treaty on Genetic Resources for Food and Agriculture ""Plant Treaty"" approved in 2001 announced an important principle under the Plant Treaty, the Farmers' Rights under which farmers are recognized as the guardians and holders of traditional knowledge and stewards of agricultural biodiversity. The Plant Treaty allows farmers to share benefits arising from the utilization of plant genetic resources for food and agriculture. There are only a few court cases involving IPR violation. Most of the cases deal with the situation where an importer attempts to register a product in the domestic market as their own trademark."		2	0.6930000185966492
119	23146677	23146677	Optimal Reconfiguration Based Dynamic Tariff for Congestion Management and Line Loss Reduction in Distribution Networks	This paper presents an optimal reconfiguration based dynamic tariff (DT) method for congestion management and line loss reduction in distribution networks with high penetration of electric vehicles. In the proposed DT concept, feeder reconfiguration (FR) is employed through mixed integer programming when calculating the DT, leading to minimized energy cost and reduced DT as compared with the DT concept without FR. This paper further demonstrates that the line losses can be taken into account during the calculation of DT. As a result, the line loss reduction can be realized in a decentralized manner through the DT framework. Three case studies were conducted to validate the optimal reconfiguration based DT method for congestion management and line loss reduction in distribution networks.	IEEE Transactions on Smart Grid	58	4.059999942779541
120	27598189	27598189	Corporate Risk Culture	We examine the formation and evolution of corporate risk culture, i.e. the preferences towards risk and uncertainty shared by a firm's leaders, as well as its effect on corporate policies. We document persistent commonality in risk attitudes inside firms, which arises through the selection of leaders with similar preferences and is rooted in the founders' risk attitudes. Changes in corporate risk culture over time affect corporate investment policies, while cross sectional differences in founders' risk attitudes, i.e. firms' initial risk culture, contribute to differences across firms in persistent firm policies, such as R&D intensity.		80	4.381999969482422
121	187081904	187081904	Identity: The Necessity of a Modern Idea			3	1.0989999771118164
122	6674023	6674023	Brain Computation Is Organized via Power of Two Based Permutation Logic	There is considerable scientific interest in understanding how cell assemblies the long presumed computational motif are organized so that the brain can generate intelligent cognition and flexible behavior. The Theory of Connectivity proposes that the origin of intelligence is rooted in a power of two based permutation logic (N 2i 1) producing specific to general cell assembly architecture capable of generating specific perceptions and memories, as well as generalized knowledge and flexible actions. We show that this power of two based permutation logic is widely used in cortical and subcortical circuits across animal species and is conserved for the processing of a variety of cognitive modalities including appetitive, emotional and social information. However, modulatory neurons, such as dopaminergic (DA) neurons, use a simpler logic despite their distinct subtypes. Interestingly, this specific to general permutation logic remained largely intact although NMDA receptors the synaptic switch for learning and memory were deleted throughout adulthood, suggesting that the logic is developmentally pre configured. Moreover, this computational logic is implemented in the cortex via combining a random connectivity strategy in superficial layers 2/3 with nonrandom organizations in deep layers 5/6. This randomness of layers 2/3 cliques which preferentially encode specific and low combinatorial features and project inter cortically is ideal for maximizing cross modality novel pattern extraction, pattern discrimination and pattern categorization using sparse code, consequently explaining why it requires hippocampal offline consolidation. In contrast, the nonrandomness in layers 5/6 which consists of few specific cliques but a higher portion of more general cliques projecting mostly to subcortical systems is ideal for feedback control of motivation, emotion, consciousness and behaviors. These observations suggest that the brain's basic computational algorithm is indeed organized by the power of two based permutation logic. This simple mathematical logic can account for brain computation across the entire evolutionary spectrum, ranging from the simplest neural networks to the most complex.	Front. Syst. Neurosci.	29	3.367000102996826
123	10323708	10323708	Theoretical explanations for maintenance of behaviour change: a systematic review of behaviour theories	ABSTRACT Background: Behaviour change interventions are effective in supporting individuals in achieving temporary behaviour change. Behaviour change maintenance, however, is rarely attained. The aim of this review was to identify and synthesise current theoretical explanations for behaviour change maintenance to inform future research and practice. Methods: Potentially relevant theories were identified through systematic searches of electronic databases (Ovid MEDLINE, Embase, PsycINFO) In addition, an existing database of 80 theories was searched, and 25 theory experts were consulted. Theories were included if they formulated hypotheses about behaviour change maintenance. Included theories were synthesised thematically to ascertain overarching explanations for behaviour change maintenance. Initial theoretical themes were cross validated. Findings: One hundred and seventeen behaviour theories were identified, of which 100 met the inclusion criteria. Five overarching, interconnected themes representing theoretical explanations for behaviour change maintenance emerged. Theoretical explanations of behaviour change maintenance focus on the differential nature and role of motives, self regulation, resources (psychological and physical) habits, and environmental and social influences from initiation to maintenance. Discussion: There are distinct patterns of theoretical explanations for behaviour change and for behaviour change maintenance. The findings from this review can guide the development and evaluation of interventions promoting maintenance of health behaviours and help in the development of an integrated theory of behaviour change maintenance.	Health psychology review	452	6.113999843597412
