query	53 references	8595 citations	Show, Attend and Tell: Neural Image Caption Generation with Visual Attention
citation	1055111	251741171	2	Large-Scale Traffic Congestion Prediction based on Multimodal Fusion and Representation Mapping
citation	1055111	251814882	2	U-BERT for Fast and Scalable Text-Image Retrieval
citation	1055111	255777414	0	Spatio-Temporal Feature Encryption Malicious Traffic Detection via Attention Mechanism
citation	1055111	251711307	1	An Object Localization-based Dense Image Captioning Framework in Hindi
citation	1055111	251719099	3	Mix-Pooling Strategy for Attention Mechanism
citation	1055111	251719362	5	A Medical Semantic-Assisted Transformer for Radiographic Report Generation
citation	1055111	251718908	2	CODER: Coupled Diversity-Sensitive Momentum Contrastive Learning for Image-Text Retrieval
citation	1055111	251753350	0	Conditional Generative Adversarial Networks for Domain Transfer: A Survey
citation	1055111	251750758	0	A Situation Awareness Approach for Network Security Using the Fusion Model
citation	1055111	254100112	1	CAVAN: Commonsense Knowledge Anchored Video Captioning
citation	1055111	254099973	0	Understanding attention-based encoder-decoder networks: a case study with chess scoresheet recognition
citation	1055111	254101439	0	FEPC: Fairness Estimation Using Prototypes and Critics for Tabular Data
citation	1055111	254101629	0	MHASAN: Multi-Head Angular Self Attention Network for Spoof Detection
citation	1055111	254101414	0	Structural String Decoder for Handwritten Mathematical Expression Recognition
citation	1055111	254101529	0	Generating Spatial-aware Captions for TextCaps
citation	1055111	254102478	0	Frequency-aware Deep Dual-path Feature Enhancement Network for Image Dehazing
citation	1055111	251731297	5	Semantic interdisciplinary evaluation of image captioning models
citation	1055111	251719313	0	Offline Handwritten Mathematical Recognition using Adversarial Learning and Transformers
citation	1055111	251716577	3	Multi-task learning for toxic comment classification and rationale extraction
citation	1055111	251710136	1	Booster-SHOT: Boosting Stacked Homography Transformations for Multiview Pedestrian Detection with Attention
citation	1055111	253421929	0	Hybrid-Spatial Transformer for Image Captioning
citation	1055111	251643733	1	Sequence Prediction under Missing Data: An RNN Approach without Imputation
citation	1055111	251623131	0	Look in Different Views: Multi-Scheme Regression Guided Cell Instance Segmentation
citation	1055111	251694936	2	Deep learning for satellite image forecasting of vegetation greenness
citation	1055111	251641833	1	Hierarchical attention-based context-aware network for long-term forecasting of chlorophyll
citation	1055111	251565976	2	Debiased Scene Graph Generation for Dual Imbalance Learning
citation	1055111	256877770	0	Driver Identification Based on Gear Shift Events and Attention-Based Bidirectional Long Short-Term Memory for Manual Transmission System
citation	1055111	250150664	3	Hey, AI! Can You See What I See? Multimodal Transfer Learning-Based Design Metrics Prediction for Sketches With Text Descriptions
citation	1055111	251518182	3	DICE: Domain-attack Invariant Causal Learning for Improved Data Privacy Protection and Adversarial Robustness
citation	1055111	251574989	1	Improving detection and classification of diabetic retinopathy using CUDA and Mask RCNN
citation	1055111	251564151	10	ExpansionNet v2: Block Static Expansion in fast end to end training for Image Captioning
citation	1055111	253122507	0	Increasing Patient Specificity of the Recurrent Neural Network Based Insulin Sensitivity Prediction by Transfer Learning
citation	1055111	251544167	0	Incorporating retrieval-based method for feature enhanced image captioning
citation	1055111	251528959	1	Privacy-Preserving Image Captioning with Deep Learning and Double Random Phase Encoding
citation	1055111	251442735	1	A Means-End Account of Explainable Artificial Intelligence
citation	1055111	251479201	1	Improvement of Multiclass Classification of Pavement Objects Using Intensity and Range Images
citation	1055111	251402559	2	Sparse Attentive Memory Network for Click-through Rate Prediction with Long Sequences
citation	1055111	251403041	1	Distinctive Image Captioning via CLIP Guided Group Optimization
citation	1055111	252469723	0	Multi-Stage Pyramid Parsing Network For Lane Marking Detection
citation	1055111	254351737	0	The Role of Transformer-based Image Captioning for Indoor Environment Visual Understanding
citation	1055111	251259616	1	A Parallel Convolution and Decision Fusion-Based Flower Classification Method
citation	1055111	251320380	14	Fine-Grained Semantically Aligned Vision-Language Pre-Training
citation	1055111	251336979	0	Accurate semantic segmentation of RGB-D images for indoor navigation
citation	1055111	251661071	1	Multi-step forecasting of multivariate time series using multi-attention collaborative network
citation	1055111	251681198	10	A Hybrid Attention-Based Paralleled Deep Learning model for tool wear prediction
citation	1055111	251962068	4	Beyond word embeddings: A survey
citation	1055111	251224029	1	Benchmarking Visual-Inertial Deep Multimodal Fusion for Relative Pose Regression and Odometry-aided Absolute Pose Regression
citation	1055111	251324458	2	Cyberbullying and Cyberviolence Detection: A Triangular User-Activity-Content View
citation	1055111	251325579	3	Visuals to Text: A Comprehensive Review on Automatic Image Captioning
citation	1055111	251484336	2	Development of Novel Residual-Dense-Attention (RDA) U-Net Network Architecture for Hepatocellular Carcinoma Segmentation
citation	1055111	251548791	2	Dynamic self-attention with vision synchronization networks for video question answering
citation	1055111	251607197	6	CAAN: Context-Aware attention network for visual question answering
citation	1055111	251751989	2	Dual-stream cross-modality fusion transformer for RGB-D action recognition
citation	1055111	251454067	2	MIGAN: Mutual-Interaction Graph Attention Network for Collaborative Filtering
citation	1055111	251875111	0	Local-global visual interaction attention for image captioning
citation	1055111	251971495	0	Uncertainty-aware report generation for chest X-rays by variational topic inference
citation	1055111	251990668	0	Global interpretation and generalizability of boosted regression models for the prediction of methylene blue adsorption by different clay minerals and alkali activated materials.
citation	1055111	254206961	1	Human Pose Estimation Based on Multi-Spectral Attention and High Resolution Network
citation	1055111	251273391	1	Detection of helmetless motorcycle riders by video captioning using deep recurrent neural network
citation	1055111	257643851	0	Food Recognition Model Based on Deep Learning and Attention Mechanism
citation	1055111	257667224	0	Food Recognition Model Based on Deep Learning and Attention Mechanism
citation	1055111	251136159	1	Machine Learning-based Short-term Rainfall Prediction from Sky Data
citation	1055111	251294662	1	Text-to-Image Generation Using Deep Learning
citation	1055111	251185584	2	Reinforced attention method for real-time traffic line detection
citation	1055111	252910623	1	Multiple-Perspective Caption Generation with Initial Attention Weights
citation	1055111	251108880	0	SIG-Former: monocular surgical instruction generation with transformers
citation	1055111	251830513	0	End-To-End Neural Network Based Captcha Recognition
citation	1055111	251105159	0	Object-ABN: Learning to Generate Sharp Attention Maps for Action Recognition
citation	1055111	251067133	8	Cross-Modal Causal Relational Reasoning for Event-Level Visual Question Answering
citation	1055111	251066945	6	Multi-Attention Network for Compressed Video Referring Object Segmentation
citation	1055111	251110693	1	Age and gender classification using Seg-Net based architecture and machine learning
citation	1055111	254736683	0	Life prediction model of lithium-ion batteries in the early-cycle stage based on convolutional long short-term memory with attention mechanism
citation	1055111	258079421	1	Innovations in Neural Data-to-text Generation: A Survey
citation	1055111	251040680	1	Improved Super Resolution of MR Images Using CNNs and Vision Transformers
citation	1055111	251040934	3	When Counting Meets HMER: Counting-Aware Network for Handwritten Mathematical Expression Recognition
citation	1055111	251083056	0	An Entity-Matching System Based on Multimodal Data for Two Major E-Commerce Stores in Mexico
citation	1055111	251018407	9	Rethinking the Reference-based Distinctive Image Captioning
citation	1055111	251018605	4	Efficient Modeling of Future Context for Image Captioning
citation	1055111	250698966	4	EleGANt: Exquisite and Locally Editable GAN for Makeup Transfer
citation	1055111	250698884	24	GRIT: Faster and Better Image captioning Transformer Using Dual Visual Features
citation	1055111	250929982	1	Design and Implementation of an Intelligent Assistive Cane for Visually Impaired People Based on an Edge-Cloud Collaboration Scheme
citation	1055111	250964134	1	Research on Text Classification based on Deep Learning
citation	1055111	250699062	3	Explicit Image Caption Editing
citation	1055111	250699047	0	Deep Analysis of Visual Product Reviews
citation	1055111	250644198	1	Relational Future Captioning Model for Explaining Likely Collisions in Daily Tasks
citation	1055111	250624754	1	Weakly Supervised Text-based Actor-Action Video Segmentation by Clip-level Multi-instance Learning
citation	1055111	250643949	4	Superficial White Matter Analysis: An Efficient Point-cloud-based Deep Learning Framework with Supervised Contrastive Learning for Consistent Tractography Parcellation across Populations and dMRI Acquisitions
citation	1055111	251773150	0	Decide the Next Pitch: A Pitch Prediction Model Using Attention-Based LSTM
citation	1055111	251847476	0	Multi-Head Attention Fusion Network for Visual Question Answering
citation	1055111	252223728	0	An Explainable Mental Health Fuzzy Deep Active Learning Technique
citation	1055111	252223925	1	Attention Temporal Graph Convolutional Network for Tennis Groundstrokes Phases Classification
citation	1055111	252625147	0	PAV-Net: Point-wise Attention Keypoints Voting Network for Real-time 6D Object Pose Estimation
citation	1055111	252625604	1	Image Captioning According to User's Intention and Style
citation	1055111	252625773	0	Spatial Relationship-Driven Computer Vision Image Data Set Annotation
citation	1055111	252625960	0	Transformer Gate Attention Model: An Improved Attention Model for Visual Question Answering
citation	1055111	252626084	0	Towards Explainable Deep Learning for Image Captioning through Representation Space Perturbation
citation	1055111	252626746	0	Attribute-driven Interest Modeling for Sequential Recommendation
citation	1055111	252626775	0	Aspect-Dependent Heterogeneous Graph Convolutional Network for Aspect-Level Sentiment Analysis
citation	1055111	250626931	12	Zero-Shot Temporal Action Detection via Vision-Language Prompting
citation	1055111	252590283	1	Capformer: Pure Transformer for Remote Sensing Image Caption
citation	1055111	252590413	1	Key Region Extraction Via Scene Classification Model
citation	1055111	250599564	3	Deep learning for volatility forecasting in asset management
citation	1055111	250496989	2	Adaptive Text Denoising Network for Image Caption Editing
citation	1055111	252342447	0	Feature-Fusion Parallel Decoding Transformer for Image Captioning
citation	1055111	250492224	3	Eliminating Gradient Conflict in Reference-based Line-Art Colorization
citation	1055111	250451423	2	Skeletal Human Action Recognition using Hybrid Attention based Graph Convolutional Network
citation	1055111	250475056	1	TiM-Net: Transformer in M-Net for Retinal Vessel Segmentation
citation	1055111	250426368	1	Horizontal and Vertical Attention in Transformers
citation	1055111	250425831	2	CoMER: Modeling Coverage for Transformer-based Handwritten Mathematical Expression Recognition
citation	1055111	250426026	0	Seasonal Encoder-Decoder Architecture for Forecasting
citation	1055111	251846732	0	Feature Enhancement Method for Text Information Generation of Remote Sensing Images
citation	1055111	250334615	1	ExpansionNet: exploring the sequence length bottleneck in the Transformer for Image Captioning
citation	1055111	250403989	3	Histopathological Tissue Segmentation of Lung Cancer with Bilinear CNN and Soft Attention
citation	1055111	250377289	0	FGO-Net: Feature and Gaussian Optimization Network for visual saliency prediction
citation	1055111	250379673	0	Rail Transit Prediction Based on Multi-View Graph Attention Networks
citation	1055111	250279886	0	Vision-and-Language Pretraining
citation	1055111	250279956	1	Scene-Aware Prompt for Multi-modal Dialogue Understanding and Generation
citation	1055111	250323689	1	An ensemble approach for still image-based human action recognition
citation	1055111	250264390	1	Attributed Abnormality Graph Embedding for Clinically Accurate X-Ray Report Generation
citation	1055111	250279760	0	Are metrics measuring what they should? An evaluation of image captioning task metrics
citation	1055111	250264288	1	Multi-scale alignment and Spatial ROI Module for COVID-19 Diagnosis
citation	1055111	250280248	15	TM2T: Stochastic and Tokenized Modeling for the Reciprocal Generation of 3D Human Motions and Texts
citation	1055111	250253261	1	Dual-Modal Transformer with Enhanced Inter- and Intra-Modality Interactions for Image Captioning
citation	1055111	248836708	1	PhilaeX: Explaining the Failure and Success of AI Models in Malware Detection
citation	1055111	250614133	1	A benchmark dataset for Turkish data-to-text generation
citation	1055111	250218083	5	Personalized Blood Glucose Prediction for Type 1 Diabetes Using Evidential Deep Learning and Meta-Learning
citation	1055111	252849437	0	Optimizing Image Captioning using Deep Learning based Object Detection
citation	1055111	250118529	12	Toward Explainable Artificial Intelligence for Regression Models: A methodological perspective
citation	1055111	250149763	5	SwinOCSR: end-to-end optical chemical structure recognition using a Swin Transformer
citation	1055111	244622590	11	High-Order Interaction Learning for Image Captioning
citation	1055111	250244111	0	Rethinking Query-Key Pairwise Interactions in Vision Transformers
citation	1055111	250298024	1	Multimodal Image Aesthetic Prediction with Missing Modality
citation	1055111	250411755	5	Explainable digital forensics AI: Towards mitigating distrust in AI-based digital forensics analysis using interpretable models
citation	1055111	250714667	1	Affective word embedding in affective explanation generation for fine art paintings
citation	1055111	250977970	1	Hierarchical attention-based context-aware network for red tide forecasting
citation	1055111	251340824	0	The Effect of the Perceived Value of the Complex Shopping Mall on  the Happiness of Life
citation	1055111	250636235	0	Goal Consistency: An Effective Multi-Agent Cooperative Method for Multistage Tasks
citation	1055111	250638318	0	Captioning Bosch: A Twitter Bot
citation	1055111	251773392	0	Trimmer: Cost-Efficient Deep Learning Auto-tuning for Cloud Datacenters
citation	1055111	251946880	0	Molecular-InChI: Automated Recognition of Optical Chemical Structure
citation	1055111	250365439	0	Transformer-based image captioning by leveraging sentence information
citation	1055111	250630409	9	S2 Transformer for Image Captioning
citation	1055111	252900995	0	Multi-granularity Weighted Federated Learning in Heterogeneous Mobile Edge Computing Systems
citation	1055111	254102873	0	You Only Look & Listen Once: Towards Fast and Accurate Visual Grounding
citation	1055111	256743955	0	Image Captioning: From Encoder-Decoder to Reinforcement Learning
citation	1055111	250147403	4	Learning to Overcome Noise in Weak Caption Supervision for Object Detection
citation	1055111	250243612	2	Personalized Showcases: Generating Multi-Modal Explanations for Recommendations
citation	1055111	250189119	0	Development of an Effective Bootleg Videos Retrieval System as a Part of Content-Based Video Search Engine
citation	1055111	250113855	10	Overview of Deep Learning-Based CSI Feedback in Massive MIMO Systems
citation	1055111	250192188	2	Deep Vision Multimodal Learning: Methodology, Benchmark, and Trend
citation	1055111	250275589	0	Using Artificial Intelligence Assisted Learning Technology on Augmented Reality-Based Manufacture Workflow
citation	1055111	250429280	0	Towards FAIR Explainable AI: a standardized ontology for mapping XAI solutions to use cases, explanations, and AI systems
citation	1055111	250113782	0	ZoDIAC: Zoneout Dropout Injection Attention Calculation
citation	1055111	250301941	7	BATUDE: Budget-Aware Neural Network Compression Based on Tucker Decomposition
citation	1055111	250298910	7	A Causal Debiasing Framework for Unsupervised Salient Object Detection
citation	1055111	250288971	5	A Causal Inference Look at Unsupervised Video Anomaly Detection
citation	1055111	250304038	7	Debiasing NLU Models via Causal Intervention and Counterfactual Reasoning
citation	1055111	250301571	4	MLink: Linking Black-Box Models for Collaborative Multi-Model Inference
citation	1055111	250288254	8	Attention-Aligned Transformer for Image Captioning
citation	1055111	250299115	0	Towards Multimodal Vision-Language Models Generating Non-Generic Text
citation	1055111	250073150	2	Consistency-preserving Visual Question Answering in Medical Imaging
citation	1055111	250073125	2	Theoretical analysis of Adam using hyperparameters close to one without Lipschitz smoothness
citation	1055111	249960256	0	Improve Image Captioning by Modeling Dynamic Scene Graph Extension
citation	1055111	249960350	1	Ingredient-enriched Recipe Generation from Cooking Videos
citation	1055111	249960378	1	OCR-oriented Master Object for Text Image Captioning
citation	1055111	250090894	2	Dual Adversarial Attention Mechanism for Unsupervised Domain Adaptive Medical Image Segmentation
citation	1055111	257222573	0	Improving text-image cross-modal retrieval with contrastive loss
citation	1055111	253018972	0	Representative Teacher Keys for Knowledge Distillation Model Compression Based on Attention Mechanism for Image Classification
citation	1055111	250107033	2	UAT: Universal Attention Transformer for Video Captioning
citation	1055111	251762337	0	Image Captioning: Methods and Evaluation Metrics
citation	1055111	250035987	0	Multi-head attention-based two-stream EfficientNet for action recognition
citation	1055111	236460239	41	Competence-based Multimodal Curriculum Learning for Medical Report Generation
citation	1055111	253735452	0	CLAMP: Prompt-based Contrastive Learning for Connecting Language and Animal Pose
citation	1055111	249889040	0	Bypass Network for Semantics Driven Image Paragraph Captioning
citation	1055111	249891795	3	Language models
citation	1055111	249885869	8	Knowing What to Learn: A Metric-Oriented Focal Mechanism for Image Captioning
citation	1055111	249935851	0	Automatic image caption generation using deep learning and multimodal attention
citation	1055111	249877290	6	Flight Anomaly Detection via a Deep Hybrid Model
citation	1055111	249890126	2	What is Where by Looking: Weakly-Supervised Open-World Phrase-Grounding without Text Inputs
citation	1055111	249890082	2	A Self-Guided Framework for Radiology Report Generation
citation	1055111	249848266	2	Cross-task Attention Mechanism for Dense Multi-task Learning
citation	1055111	249776635	1	Explainable deep drug–target representations for binding affinity prediction
citation	1055111	251324558	1	Automatic Liver Segmentation Method from CT Images Based on Improved 3D U-Net
citation	1055111	251325646	0	Parallel Semantic Fusion Image Caption Generation Analysis Theory
citation	1055111	249712427	0	Image Captioning based on Feature Refinement and Reflective Decoding
citation	1055111	249804921	4	SPCA-Net: a based on spatial position relationship co-attention network for visual question answering
citation	1055111	249805674	2	Image Captioning Encoder–Decoder Models Using CNN-RNN Architectures: A Comparative Study
citation	1055111	249674537	2	Human Eyes Inspired Recurrent Neural Networks are More Robust Against Adversarial Noises
citation	1055111	249642705	3	Automated testing of image captioning systems
citation	1055111	249690622	1	Conditional Embedding Pre-Training Language Model for Image Captioning
citation	1055111	249701974	0	The detection of distributional discrepancy for language GANs
citation	1055111	249683526	0	A cooperative approach based on self-attention with interactive attribute for image caption
citation	1055111	249578822	3	“So What? What's That to Do With Me?” Expectations of People With Visual Impairments for Image Descriptions in Their Personal Photo Activities
citation	1055111	250387213	0	Correlation Analysis of Japanese Literature and Psychotherapy Effects Based on an Equation Diagnosis Algorithm
citation	1055111	252123305	1	Streamer temporal action detection in live video by co-attention boundary matching
citation	1055111	249579015	4	Entity Resolution with Hierarchical Graph Attention Networks
citation	1055111	249581701	2	MBHAN: Motif-Based Heterogeneous Graph Attention Network
citation	1055111	249587430	3	What’s a good prediction? Challenges in evaluating an agent’s knowledge
citation	1055111	249461900	5	Challenges in Applying Explainability Methods to Improve the Fairness of NLP Models
citation	1055111	249431622	0	Improving Image Captioning with Control Signal of Sentence Quality
citation	1055111	249461711	1	Code-DKT: A Code-based Knowledge Tracing Model for Programming Tasks
citation	1055111	251695968	0	Deep Orientation-Guided Gender Recognition from Face Images
citation	1055111	249382600	2	Universal adversarial perturbations generative network
citation	1055111	249384469	0	Learning semantic alignment from image for text-guided image inpainting
citation	1055111	249383230	3	Multi-scale patch-GAN with edge detection for image inpainting
citation	1055111	249283662	0	Prediction of Transcription Factor Binding Sites Using a Combined Deep Learning Approach
citation	1055111	249335881	3	Multi-Modal Alignment of Visual Question Answering Based on Multi-Hop Attention Mechanism
citation	1055111	249351554	1	Infusing Expert Knowledge Into a Deep Neural Network Using Attention Mechanism for Personalized Learning Environments
citation	1055111	249282648	30	Transforming medical imaging with Transformers? A comparative review of key properties, current progresses, and future perspectives
citation	1055111	249331858	1	Classification of Diabetic Retinopathy Based on Multiscale Hybrid Attention Mechanism and Residual Algorithm
citation	1055111	249635199	0	Out-of-core outlier removal for large-scale indoor point clouds
citation	1055111	250520562	11	Show, Deconfound and Tell: Image Captioning with Causal Inference
citation	1055111	249240554	1	CLIP4IDC: CLIP for Image Difference Captioning
citation	1055111	249395473	23	Invariant Grounding for Video Question Answering
citation	1055111	249480572	5	Multimodal channel-wise attention transformer inspired by multisensory integration mechanisms of the brain
citation	1055111	249562226	3	Personalized attention-based EEG channel selection for epileptic seizure prediction
citation	1055111	249589185	0	SepNet: A neural network for directionally correlated data
citation	1055111	249642656	26	Comprehending and Ordering Semantics for Image Captioning
citation	1055111	249900864	0	Image Captioning- Bangladesh’s Heritage Perspective Using Deep Learning
citation	1055111	249916633	11	DeeCap: Dynamic Early Exiting for Efficient Image Captioning
citation	1055111	250055592	9	Dynamic Scene Graph Generation via Anticipatory Pre-training
citation	1055111	250445927	10	EI-CLIP: Entity-aware Interventional Contrastive Learning for E-commerce Cross-modal Retrieval
citation	1055111	250520130	3	VRDFormer: End-to-End Video Visual Relation Detection with Transformers
citation	1055111	250569615	1	SpecTextor: End-to-End Attention-based Mechanism for Dense Text Generation in Sports Journalism
citation	1055111	247932785	0	Fine-grained bidirectional attentional generation and knowledge-assisted networks for cross-modal retrieval
citation	1055111	250602160	14	Towards General Purpose Vision Systems: An End-to-End Task-Agnostic Vision-Language Architecture
citation	1055111	250980730	20	3DJCG: A Unified Framework for Joint Dense Captioning and Visual Grounding on 3D Point Clouds
citation	1055111	251020112	14	The Unreasonable Effectiveness of CLIP Features for Image Captioning: An Experimental Analysis
citation	1055111	249916829	2	Weakly-Supervised Generation and Grounding of Visual Descriptions with Conditional Generative Models
citation	1055111	235026576	3	Learning Multipart Attention Neural Network for Zero-Shot Classification
citation	1055111	249192212	1	BAN-Cap: A Multi-Purpose English-Bangla Image Descriptions Dataset
citation	1055111	253462164	1	Pay Attention via Binarization: Enhancing Explainability of Neural Networks via Binarization of Activation
citation	1055111	249164427	1	TwinNet: Twin Structured Knowledge Transfer Network for Weakly Supervised Action Localization
citation	1055111	250516037	0	A Comparison Study of Pre-trained Language Models for Chinese Legal Document Classification
citation	1055111	249097750	17	Fine-grained Image Captioning with CLIP Reward
citation	1055111	249062795	11	Multimodal Knowledge Alignment with Reinforcement Learning
citation	1055111	249062973	0	The Dialog Must Go On: Improving Visual Dialog via Generative Self-Training
citation	1055111	253123579	0	Research on Data Sufficiency and Model Validity toward AI for Critical Systems
citation	1055111	252647793	15	M-FFN: multi-scale feature fusion network for image captioning
citation	1055111	249062729	0	Face2Text revisited: Improved data set and baseline results
citation	1055111	248987717	5	SelfReformer: Self-Refined Network with Transformer for Salient Object Detection
citation	1055111	249191770	1	Personalized Pagerank Graph Attention Networks
citation	1055111	248971387	0	Research on the Image Description Algorithm of Double-Layer LSTM Based on Adaptive Attention Mechanism
citation	1055111	248964947	0	Explainable Supervised Domain Adaptation
citation	1055111	248965244	0	Explanatory machine learning for sequential human teaching
citation	1055111	231647174	0	Let's Talk! Striking Up Conversations via Conversational Visual Question Generation
citation	1055111	248887283	0	Support-Set Based Multi-Modal Representation Enhancement for Video Captioning
citation	1055111	248863171	0	It Isn't Sh!tposting, It's My CAT Posting
citation	1055111	248834170	1	Measuring Alignment Bias in Neural Seq2seq Semantic Parsers
citation	1055111	250182648	2	Solving Time Alignment Issue of Multimodal Data for Accurate Prognostics with CNN-Transformer-LSTM Network
citation	1055111	248812189	3	TagSeq: Malicious behavior discovery using dynamic analysis
citation	1055111	251527026	1	Cellular Traffic Prediction Using Deep Convolutional Neural Network with Attention Mechanism
citation	1055111	248811447	11	Promoting Saliency From Depth: Deep Unsupervised RGB-D Saliency Detection
citation	1055111	248798621	5	Addressing Confounding Feature Issue for Causal Recommendation
citation	1055111	248798666	1	Video-based assessment of intraoperative surgical skill
citation	1055111	248782198	3	MSANet: Multi-scale attention networks for image classification
citation	1055111	248795490	4	Survey on clothing image retrieval with cross-domain
citation	1055111	252384338	0	Predicting the Progress of Vehicle Development Projects using an Attention-based Encoder-Decoder Model
citation	1055111	248762420	3	Enhance understanding and reasoning ability for image captioning
citation	1055111	248730944	0	Attention-embedding mesh saliency
citation	1055111	248710855	0	Pre-trained CNNs as Feature-Extraction Modules for Image Captioning
citation	1055111	248668872	2	deepSimDEF: deep neural embeddings of gene products and gene ontology terms for functional analysis of genes
citation	1055111	248572429	13	Beyond a Pre-Trained Object Detector: Cross-Modal Textual and Visual Context for Image Captioning
citation	1055111	248665931	4	A Song of (Dis)agreement: Evaluating the Evaluation of Explainable Artificial Intelligence in Natural Language Processing
citation	1055111	249815460	0	A Simple Attention Block Embedded in Standard CNN for Image Classification
citation	1055111	248571753	1	Attract me to Buy: Advertisement Copywriting Generation with Multimodal Multi-structured Information
citation	1055111	248562812	11	From Easy to Hard: Learning Language-Guided Curriculum for Visual Question Answering on Remote Sensing Data
citation	1055111	248524877	0	Unsupervised Mismatch Localization in Cross-Modal Sequential Data
citation	1055111	248525064	40	Language Models Can See: Plugging Visual Controls in Text Generation
citation	1055111	248604971	1	Spatial-temporal attention-based convolutional network with text and numerical information for stock price prediction
citation	1055111	248514098	5	Automated Radiographic Report Generation Purely on Transformer: A Multicriteria Supervised Approach
citation	1055111	248588000	1	Translating medical image to radiological report: Adaptive multilevel multi-attention approach
citation	1055111	250190767	0	A fusion-based contrastive learning model for cross-modal remote sensing retrieval
citation	1055111	248505931	3	Inducing and Using Alignments for Transition-based AMR Parsing
citation	1055111	248514187	7	Spatiotemporal neural network with attention mechanism for El Niño forecasts
citation	1055111	245954941	3	Diverse Image Captioning with Grounded Style
citation	1055111	245494141	2	AI-Based Saliency-Aware Video Coding
citation	1055111	248548242	0	Dynamic Co-Attention Networks for multi-horizon forecasting in multivariate time series
citation	1055111	248589831	8	Deep learning and RGB-D based human action, human-human and human-object interaction recognition: A survey
citation	1055111	248592829	4	Inference-aware convolutional neural network pruning
citation	1055111	248785489	2	Hybrid attention network for image captioning
citation	1055111	248791021	2	Visibility enhancement and dehazing: Research contribution challenges and direction
citation	1055111	248932220	2	Visual context learning based on textual knowledge for image-text retrieval
citation	1055111	248933447	4	Identifying the key frames: An attention-aware sampling method for action recognition
citation	1055111	248976879	1	All-cause mortality prediction in T2D patients with iTirps
citation	1055111	249024995	2	Importance of 3D convolution and physics on a deep learning coastal fog model
citation	1055111	248785878	2	Exploiting Concepts of Instance Segmentation to Boost Detection in Challenging Environments
citation	1055111	248709067	1	Deep Convolutional Gated Recurrent Unit Combined with Attention Mechanism to Classify Pre-Ictal from Interictal EEG with Minimized Number of Channels
citation	1055111	249928796	1	Default: Mutual Information-based Crash Triage for Massive Crashes
citation	1055111	252312145	0	A Survey of Image Captioning Algorithms Based on Deep Learning
citation	1055111	248496157	3	Cracking White-box DNN Watermarks via Invariant Neuron Transforms
citation	1055111	248419715	5	Effects of Explanations in AI-Assisted Decision Making: Principles and Comparisons
citation	1055111	248427256	0	Controllable Image Captioning
citation	1055111	248444395	3	Forecasting of Bicycle and Pedestrian Traffic Using Flexible and Efficient Hybrid Deep Learning Approach
citation	1055111	236460168	40	Cross-modal Memory Networks for Radiology Report Generation
citation	1055111	248427085	11	Attention mechanism in neural networks: where it comes and where it goes
citation	1055111	248419718	3	VocabEncounter: NMT-powered Vocabulary Learning by Presenting Computer-Generated Usages of Foreign Words into Users’ Daily Lives
citation	1055111	248391921	7	A Survey on Attention Mechanisms for Medical Applications: are we Moving Toward Better Algorithms?
citation	1055111	248403987	0	Predicting Actions of Users Using Heterogeneous Online Signals
citation	1055111	254655485	0	OnML: an ontology-based approach for interpretable machine learning
citation	1055111	254275049	5	SceneTrilogy: On Human Scene-Sketch and its Complementarity with Photo and Text
citation	1055111	248367493	3	Modality Matches Modality: Pretraining Modality-Disentangled Item Representations for Recommendation
citation	1055111	248775481	7	CAttSleepNet: Automatic End-to-End Sleep Staging Using Attention-Based Deep Neural Networks on Single-Channel EEG
citation	1055111	248366499	1	Recurrent Affine Transformation for Text-to-image Synthesis
citation	1055111	248363499	1	Research on AI-assisted grading of math questions based on deep learning
citation	1055111	248239638	13	Missingness Bias in Model Debugging
citation	1055111	253456462	1	Behind the Machine's Gaze: Neural Networks with Biologically-inspired Constraints Exhibit Human-like Visual Attention
citation	1055111	248219209	4	GrOD: Deep Learning with Gradients Orthogonal Decomposition for Knowledge Transfer, Distillation, and Adversarial Training
citation	1055111	248227393	8	Causal Intervention for Subject-Deconfounded Facial Action Unit Recognition
citation	1055111	248227935	16	Visual Attention Methods in Deep Learning: An In-Depth Survey
citation	1055111	248218435	2	Guiding Attention using Partial-Order Relationships for Image Captioning
citation	1055111	248218567	5	Improving Cross-Modal Understanding in Visual Dialog Via Contrastive Learning
citation	1055111	248218734	1	Image Captioning In the Transformer Age
citation	1055111	248227685	8	It is Okay to Not Be Okay: Overcoming Emotional Bias in Affective Image Captioning by Contrastive Data Collection
citation	1055111	247997853	1	Interpretability of Machine Learning Methods Applied to Neuroimaging
citation	1055111	248157275	5	A Review of Machine Learning Methods Applied to Structural Dynamics and Vibroacoustic
citation	1055111	248118890	1	Video Captioning: a comparative review of where we are and which could be the route
citation	1055111	248142461	4	Automatic Image Caption Generation Based on Some Machine Learning Algorithms
citation	1055111	248118610	20	X-DETR: A Versatile Architecture for Instance-wise Vision-Language Tasks
citation	1055111	248136145	0	A local representation-enhanced recurrent convolutional network for image captioning
citation	1055111	248136771	4	Attention Map-Guided Visual Explanations for Deep Neural Networks
citation	1055111	248118589	6	ProtoTEx: Explaining Model Decisions with Prototype Tensors
citation	1055111	248093244	5	D-CNN: A New model for Generating Image Captions with Text Extraction Using Deep Learning for Visually Challenged Individuals
